mask,index,timestamp,keyframe_index,group,valid_pixel_count,retained_fraction,median_m,p90_m,p95_m,p99_m,max_m,fraction_gt_0_30,global_top1_contribution,confidence_0_fraction_m0,confidence_1_fraction_m0,confidence_2_fraction_m0,zero_valid_depth
M1_CONFIDENCE_GE1,3,653418.802,3,0,49132,0.9995930989583334,0.036417024210095406,0.05236007869243622,0.05509191006422042,0.0609047878533602,0.1432996690273285,0.0,0.0,0.0004069010416666667,0.0159912109375,0.9836018880208334,False
M2_CONFIDENCE_EQ2,3,653418.802,3,0,48346,0.9836018880208334,0.03654921241104603,0.052251895889639854,0.054925305768847466,0.06022671926766635,0.12197039276361465,0.0,0.0,0.0004069010416666667,0.0159912109375,0.9836018880208334,False
M0_RAW_POSITIVE,4,653418.902,4,0,49152,1.0,0.03675338998436928,0.051248568668961526,0.05390529055148363,0.05920491080731153,0.18624813854694366,0.0,0.0,0.030721028645833332,0.037312825520833336,0.9319661458333334,False
M1_CONFIDENCE_GE1,4,653418.902,4,0,47642,0.9692789713541666,0.03690722957253456,0.05129101537168026,0.053895049542188635,0.05901717700064181,0.18624813854694366,0.0,0.0,0.030721028645833332,0.037312825520833336,0.9319661458333334,False
M2_CONFIDENCE_EQ2,4,653418.902,4,0,45808,0.9319661458333334,0.037163857370615005,0.05133072398602963,0.053850626945495604,0.05857571143656969,0.0981709435582161,0.0,0.0,0.030721028645833332,0.037312825520833336,0.9319661458333334,False
M0_RAW_POSITIVE,5,653419.002,5,0,49152,1.0,0.034852227196097374,0.05164015404880047,0.055842786841094484,0.07862491160631178,0.18389923870563507,0.0,0.0,0.06219482421875,0.055013020833333336,0.8827921549479166,False
M1_CONFIDENCE_GE1,5,653419.002,5,0,46095,0.93780517578125,0.034666724503040314,0.05037557110190391,0.05374759733676909,0.06106247201561927,0.18389923870563507,0.0,0.0,0.06219482421875,0.055013020833333336,0.8827921549479166,False
M2_CONFIDENCE_EQ2,5,653419.002,5,0,43391,0.8827921549479166,0.03641178458929062,0.050374310463666916,0.053570227697491646,0.06010080464184284,0.1166272982954979,0.0,0.0,0.06219482421875,0.055013020833333336,0.8827921549479166,False
M0_RAW_POSITIVE,6,653419.102,6,0,49152,1.0,0.0301146162673831,0.050051142647862444,0.05460282433778048,0.09962215967476361,0.19465932250022888,0.0,0.0,0.03253173828125,0.111328125,0.85614013671875,False
M1_CONFIDENCE_GE1,6,653419.102,6,0,47553,0.96746826171875,0.030290912836790085,0.04961961954832078,0.052816958725452424,0.09114437907934209,0.19465932250022888,0.0,0.0,0.03253173828125,0.111328125,0.85614013671875,False
M2_CONFIDENCE_EQ2,6,653419.102,6,0,42081,0.85614013671875,0.03295981138944626,0.048844631761312485,0.05147630348801613,0.07427782416343681,0.13256685435771942,0.0,0.0,0.03253173828125,0.111328125,0.85614013671875,False
M0_RAW_POSITIVE,7,653419.201,7,0,49152,1.0,0.022142283618450165,0.048243938758969304,0.05162598062306641,0.07895581215620037,0.18678507208824158,0.0,0.0,0.057088216145833336,0.1094970703125,0.8334147135416666,False
M1_CONFIDENCE_GE1,7,653419.201,7,0,46346,0.9429117838541666,0.022062047384679317,0.04784969426691532,0.050959331914782524,0.07362205795943741,0.18678507208824158,0.0,0.0,0.057088216145833336,0.1094970703125,0.8334147135416666,False
M2_CONFIDENCE_EQ2,7,653419.201,7,0,40964,0.8334147135416666,0.023215854540467262,0.0475391935557127,0.05022033005952835,0.05811528846621517,0.1156458705663681,0.0,0.0,0.057088216145833336,0.1094970703125,0.8334147135416666,False
M0_RAW_POSITIVE,8,653419.301,8,0,49152,1.0,0.02080301195383072,0.04847650527954102,0.0515223940834403,0.07690228484570968,0.21501439809799194,0.0,0.0,0.0224609375,0.11946614583333333,0.8580729166666666,False
M1_CONFIDENCE_GE1,8,653419.301,8,0,48048,0.9775390625,0.020753405056893826,0.04844425916671753,0.051331685483455666,0.07415631271898744,0.18260127305984497,0.0,0.0,0.0224609375,0.11946614583333333,0.8580729166666666,False
M2_CONFIDENCE_EQ2,8,653419.301,8,0,42176,0.8580729166666666,0.020291577093303204,0.04813831485807896,0.05026545375585556,0.059546166099607944,0.10901512950658798,0.0,0.0,0.0224609375,0.11946614583333333,0.8580729166666666,False
M0_RAW_POSITIVE,9,653419.401,9,0,49152,1.0,0.015526165720075369,0.04647629298269749,0.050066355243325235,0.05952286873012764,0.1522991955280304,0.0,0.0,0.029398600260416668,0.045756022135416664,0.9248453776041666,False
M1_CONFIDENCE_GE1,9,653419.401,9,0,47707,0.9706013997395834,0.01539573073387146,0.046449533104896544,0.04991455189883709,0.05753012605011477,0.1522991955280304,0.0,0.0,0.029398600260416668,0.045756022135416664,0.9248453776041666,False
M2_CONFIDENCE_EQ2,9,653419.401,9,0,45458,0.9248453776041666,0.015433854889124632,0.04645381271839142,0.04979448188096285,0.05588989842683077,0.1226133331656456,0.0,0.0,0.029398600260416668,0.045756022135416664,0.9248453776041666,False
M0_RAW_POSITIVE,10,653419.501,10,0,49152,1.0,0.012014012783765793,0.049317796155810355,0.05253617912530899,0.06386406816542138,0.16593670845031738,0.0,0.0,0.033915201822916664,0.09417724609375,0.8719075520833334,False
M1_CONFIDENCE_GE1,10,653419.501,10,0,47485,0.9660847981770834,0.011553101241588593,0.04886599779129028,0.05198973342776298,0.05654110148549078,0.16593670845031738,0.0,0.0,0.033915201822916664,0.09417724609375,0.8719075520833334,False
M2_CONFIDENCE_EQ2,10,653419.501,10,0,42856,0.8719075520833334,0.011031447909772396,0.04928961396217346,0.052188774570822716,0.056374981626868235,0.12817655503749847,0.0,0.0,0.033915201822916664,0.09417724609375,0.8719075520833334,False
M0_RAW_POSITIVE,11,653419.601,11,0,49152,1.0,0.008608782198280096,0.03178784251213074,0.04573317542672157,0.06692019529640672,0.15349972248077393,0.0,0.0,0.026611328125,0.059590657552083336,0.9137980143229166,False
M1_CONFIDENCE_GE1,11,653419.601,11,0,47844,0.973388671875,0.008472348097711802,0.030234801210463055,0.044480480998754485,0.061193860471248626,0.15349972248077393,0.0,0.0,0.026611328125,0.059590657552083336,0.9137980143229166,False
M2_CONFIDENCE_EQ2,11,653419.601,11,0,44915,0.9137980143229166,0.008147133514285088,0.028187108412384983,0.04284114278852934,0.05997234232723713,0.12911973893642426,0.0,0.0,0.026611328125,0.059590657552083336,0.9137980143229166,False
M0_RAW_POSITIVE,12,653419.701,12,0,49152,1.0,0.008607489056885242,0.023818102292716505,0.03019840354099865,0.061591696925460876,0.1647915095090866,0.0,0.0,0.0157470703125,0.06663004557291667,0.9176228841145834,False
M1_CONFIDENCE_GE1,12,653419.701,12,0,48378,0.9842529296875,0.008603273425251245,0.023603547737002375,0.02961417837068439,0.05798485342413191,0.14767752587795258,0.0,0.0,0.0157470703125,0.06663004557291667,0.9176228841145834,False
M2_CONFIDENCE_EQ2,12,653419.701,12,0,45103,0.9176228841145834,0.008357839658856392,0.022433171421289446,0.02761548664420843,0.0394411443918944,0.12373828142881393,0.0,0.0,0.0157470703125,0.06663004557291667,0.9176228841145834,False
M0_RAW_POSITIVE,13,653419.901,13,0,49152,1.0,0.009376611094921827,0.027625796757638463,0.03553727418184279,0.049219235554337284,0.3330985903739929,6.103515625e-05,0.0,0.01171875,0.0545654296875,0.9337158203125,False
M1_CONFIDENCE_GE1,13,653419.901,13,0,48576,0.98828125,0.009312708862125874,0.027079114690423012,0.03450177237391472,0.04404857475310564,0.20162959396839142,0.0,0.0,0.01171875,0.0545654296875,0.9337158203125,False
M2_CONFIDENCE_EQ2,13,653419.901,13,0,45894,0.9337158203125,0.00910483906045556,0.026044697314500858,0.03215165957808494,0.04101437039673328,0.09100880473852158,0.0,0.0,0.01171875,0.0545654296875,0.9337158203125,False
M0_RAW_POSITIVE,14,653420.101,14,0,49152,1.0,0.01113478047773242,0.028798278607428073,0.03766949940472841,0.059386397376656484,6.499598503112793,0.006062825520833333,0.001910900690205921,0.025736490885416668,0.0516357421875,0.9226277669270834,False
M1_CONFIDENCE_GE1,14,653420.101,14,0,47887,0.9742635091145834,0.011043093167245388,0.028221504762768745,0.035648142173886295,0.04713267996907233,0.16862601041793823,0.0,0.0,0.025736490885416668,0.0516357421875,0.9226277669270834,False
