frame_index,timestamp,candidate,pixel_count,retained_fraction,spearman_confidence_vs_error,high_count,low_count,high_median_m,high_p95_m,high_p99_m,low_median_m,low_p95_m,low_p99_m,tail_gt_030_given_low,tail_gt_030_given_high,tail_separation,high_p99_improvement_vs_identity_m,tail_separation_improvement_vs_identity,better_than_identity
15,653420.301,anti_transpose,49152,1.0,-0.06759910418932631,46406,2746,0.012013616506010294,0.04305292014032602,0.5033614993095392,0.011065086349844933,0.04954878706485033,0.7078501194715506,0.014202476329206118,0.012110502952204456,0.0020919733770016612,-0.4442273671925064,-0.21224468853455328,False
15,653420.301,offset_-2,49152,1.0,-0.1580227534400311,48576,576,0.011848693247884512,0.04218527302145958,0.2689770311117172,0.026639986783266068,0.6910222172737122,0.7235738933086395,0.2170138888888889,0.009799077733860342,0.20721481115502854,-0.2098428989946844,-0.007121850756526382,False
15,653420.301,offset_-1,49152,1.0,-0.1270692397217577,47887,1265,0.011758510023355484,0.039899003133177756,0.07222448989748954,0.11782319098711014,0.7092409491539001,0.7481997609138489,0.4268774703557312,0.0012738321465115793,0.42560363820921965,-0.01309035778045671,0.21126697629766472,False
15,653420.301,offset_+1,49152,1.0,-0.26900972160905245,44380,4772,0.011476380750536919,0.03700574450194834,0.05648820053786025,0.028946020640432835,0.6304053902626037,0.7180266338586807,0.12259010896898576,0.0003605227579990987,0.12222958621098666,0.002645931579172582,-0.09210707570056827,False
15,653420.301,offset_+2,49152,1.0,-0.25168181914311477,44652,4500,0.011458113323897123,0.03883391786366701,0.17612291917204634,0.028742270544171333,0.11972759626805816,0.6971310228109361,0.04822222222222222,0.00859983875302338,0.039622383469198844,-0.1169887870550135,-0.1747142784423561,False
22,653422.300,identity,49152,1.0,-0.4181916538696578,43271,5881,0.006031468044966459,0.01697162352502346,0.04843992181122336,0.06682230532169342,0.463180273771286,0.5743327021598815,0.1867029416765856,0.0,0.1867029416765856,0.0,0.0,False
22,653422.300,transpose,49152,1.0,-0.2188075416126205,43359,5793,0.006122911348938942,0.1600173696875572,0.43453191637992783,0.009589600376784801,0.02360834777355194,0.11534294098615643,0.0,0.02532346225697087,-0.02532346225697087,-0.38609199456870447,-0.21202640393355648,False
22,653422.300,horizontal_flip,49152,1.0,0.06421372515614338,43271,5881,0.0066195582039654255,0.1599753499031067,0.43409413099289046,0.005370615050196648,0.02061389572918415,0.03413054347038267,0.0010202346539704133,0.025236301449007417,-0.024216066795037003,-0.3856542091816671,-0.2109190084716226,False
22,653422.300,vertical_flip,49152,1.0,-0.03882408607449494,43271,5881,0.006460706703364849,0.14889370650053024,0.43483652770519304,0.006909121759235859,0.0632961168885231,0.1885248303413389,0.0018704301989457576,0.025120750618196946,-0.023250320419251187,-0.3863966058939697,-0.20995326209583678,False
22,653422.300,rotate90,49152,1.0,-0.0494002354613925,43162,5990,0.006529461359605193,0.0953334547579286,0.34566402524709655,0.006186697399243712,0.41708086729049687,0.5739677304029464,0.08931552587646077,0.013043881191789074,0.0762716446846717,-0.2972241034358732,-0.11043129699191391,False
22,653422.300,rotate180,49152,1.0,-0.17188178456043027,43271,5881,0.006178201641887426,0.16022541373968124,0.43483652770519304,0.009996093809604645,0.023557286709547043,0.11346857994794804,0.0,0.025374962445979986,-0.025374962445979986,-0.3863966058939697,-0.21207790412256558,False
22,653422.300,rotate270,49152,1.0,-0.15618444180709898,43391,5761,0.006181780248880386,0.1599753499031067,0.43438989520072874,0.009381347335875034,0.019098712131381035,0.11551771610975245,0.0,0.02530478670692079,-0.02530478670692079,-0.3859499733895054,-0.2120077283835064,False
22,653422.300,anti_transpose,49152,1.0,-0.2834943082149165,43198,5954,0.0061682111117988825,0.022475352045148642,0.2605587360262869,0.01592884585261345,0.44750059992074964,0.5741086858510972,0.1274773261672825,0.007847585536367425,0.11962974063091507,-0.2121188142150635,-0.06707320104567054,False
22,653422.300,offset_-2,49152,1.0,-0.31884833474885155,47262,1890,0.006319807609543204,0.0574298463761802,0.4214987555146216,0.06831512972712517,0.3055543631315231,0.5324359756708129,0.05291005291005291,0.021116330244170794,0.03179372266588211,-0.37305883370339826,-0.15490921901070348,False
22,653422.300,offset_-1,49152,1.0,-0.2856655999087173,43625,5527,0.006156873889267445,0.020498010888695576,0.34912843704223817,0.02095464989542961,0.4186141073703765,0.4878472661972042,0.0993305590736385,0.012584527220630373,0.08674603185300812,-0.3006885152310148,-0.09995690982357748,False
22,653422.300,offset_+1,49152,1.0,-0.22074863097409894,45248,3904,0.006309606833383441,0.11960796155035497,0.412927226126194,0.01116534136235714,0.2323121212422845,0.5957542777061458,0.042008196721311473,0.020641796322489393,0.02136640039882208,-0.3644873043149706,-0.16533654127776354,False
22,653422.300,offset_+2,49152,1.0,-0.14985482988531634,45155,3997,0.006358122453093529,0.13493640273809404,0.4319948554039001,0.010288886725902557,0.11005632132291783,0.21659766197204583,0.003002251688766575,0.024050492747204076,-0.0210482410584375,-0.38355493359267673,-0.2077511827350231,False
29,653423.800,identity,49152,1.0,0.0247200911870235,49074,78,0.018699824810028076,0.04217806942760944,0.050421210452914,0.027072672732174397,0.03516268618404865,0.03677932232618332,0.0,0.0,0.0,0.0,0.0,False
29,653423.800,transpose,49152,1.0,0.06384618436536597,49065,87,0.01878279261291027,0.042178703099489206,0.05042795151472096,0.002650310518220067,0.0054612463340163245,0.006067074351012707,0.0,0.0,0.0,-6.741061806959936e-06,0.0,False
29,653423.800,horizontal_flip,49152,1.0,-0.047344450263942184,49074,78,0.01875234767794609,0.04217806942760944,0.050421210452914,0.014919178560376167,0.022193512786179776,0.02311690462753177,0.0,0.0,0.0,0.0,0.0,False
29,653423.800,vertical_flip,49152,1.0,0.029602663065963,49074,78,0.018700438551604748,0.042062298767268656,0.04957687329500907,0.04684590548276901,0.0577702734619379,0.058918154202401644,0.0,0.0,0.0,0.0008443371579049258,0.0,False
29,653423.800,rotate90,49152,1.0,0.020207293006802036,49062,90,0.018775034695863724,0.04217891432344913,0.0504301985353231,0.0059465463273227215,0.031488546449691054,0.032431511916220186,0.0,0.0,0.0,-8.988082409101816e-06,0.0,False
29,653423.800,rotate180,49152,1.0,-0.0656697796439353,49074,78,0.018701251596212387,0.042125573754310607,0.04992068998515602,0.040343670174479485,0.05578876715153455,0.08159091234207161,0.0,0.0,0.0,0.0005005204677579755,0.0,False
29,653423.800,rotate270,49152,1.0,0.07586051115126835,49083,69,0.01874331571161747,0.04217755347490311,0.05041446939110758,0.016014907509088516,0.025944403186440465,0.02649771749973297,0.0,0.0,0.0,6.741061806418702e-06,0.0,False
29,653423.800,anti_transpose,49152,1.0,0.08396094840408323,49080,72,0.018771743401885033,0.04217764697968959,0.05041671641170972,0.00476371799595654,0.015609076758846641,0.017101819906383767,0.0,0.0,0.0,4.494041204276822e-06,0.0,False
29,653423.800,offset_-2,49152,1.0,-0.014043680868611295,48090,1062,0.018821023404598236,0.042252312786877154,0.050677184909582146,0.016075504943728447,0.0362853379920125,0.038924399055540564,0.0,0.0,0.0,-0.00025597445666814683,0.0,False
29,653423.800,offset_-1,49152,1.0,0.054621745847531836,49061,91,0.018732890486717224,0.04213386029005051,0.05005285590887076,0.023375099524855614,0.05562398582696915,0.06004853285849093,0.0,0.0,0.0,0.0003683545440432423,0.0,False
29,653423.800,offset_+1,49152,1.0,0.05347383746768851,49136,16,0.018741841427981853,0.04217655025422573,0.050400523096323015,0.017043378204107285,0.020221770741045475,0.02032171208411455,0.0,0.0,0.0,2.0687356590984307e-05,0.0,False
29,653423.800,offset_+2,49152,1.0,0.11300077305828249,48650,502,0.01885213516652584,0.04221606459468602,0.0505272849276662,0.008339903317391872,0.03153766915202141,0.03508021697402001,0.0,0.0,0.0,-0.0001060744747522005,0.0,False
36,653425.199,identity,49152,1.0,-0.40895013027108573,46127,3025,0.007581738289445639,0.08735219612717622,0.18287748724222158,0.041834987699985504,0.20874304473400104,0.36752673506736666,0.017520661157024792,0.0001517549374552865,0.017368906219569505,0.0,0.0,False
36,653425.199,transpose,49152,1.0,-0.24405340020493438,46048,3104,0.007815571501851082,0.10417050421237946,0.20023832187056517,0.0166641678661108,0.0858893685042858,0.202576566189527,0.004188144329896907,0.0010206740792216818,0.0031674702506752253,-0.01736083462834359,-0.01420143596889428,False
36,653425.199,horizontal_flip,49152,1.0,-0.1664063609350157,46127,3025,0.007839301601052284,0.10037067085504524,0.19779489785432808,0.013063060119748116,0.13775375187396968,0.2917363679409027,0.009917355371900827,0.0006503783033797992,0.009266977068521028,-0.014917410612106496,-0.008101929151048477,False
36,653425.199,vertical_flip,49152,1.0,0.2775796419326441,46127,3025,0.008865786716341972,0.10681468248367308,0.20528334498405443,0.00216012354940176,0.009778296761214732,0.02078577697277069,0.0,0.0013007566067595984,-0.0013007566067595984,-0.022405857741832846,-0.018669662826329102,False
36,653425.199,rotate90,49152,1.0,0.22824820376572014,46146,3006,0.008714800700545311,0.10568796284496784,0.2017798252403742,0.002198286121711135,0.018171237781643867,0.16763785257935482,0.003659347970725216,0.0010618471806873836,0.002597500790037833,-0.018902337998152607,-0.014771405429531672,False
36,653425.199,rotate180,49152,1.0,0.3016220917909393,46127,3025,0.008859534747898579,0.10681468248367308,0.20528334498405443,0.002072432078421116,0.009932110831141457,0.01559285908937454,0.0,0.0013007566067595984,-0.0013007566067595984,-0.022405857741832846,-0.018669662826329102,False
36,653425.199,rotate270,49152,1.0,-0.11579590561430714,46134,3018,0.007942344527691603,0.10449036024510855,0.20026675000786745,0.012393693439662457,0.06954796314239503,0.20075423881411542,0.003976143141153081,0.001040447392378723,0.002935695748774358,-0.01738926276564587,-0.014433210470795148,False
36,653425.199,anti_transpose,49152,1.0,0.1758432435316138,46228,2924,0.008500991854816675,0.10554514266550546,0.20280558720231115,0.0029671122319996357,0.06543010883033265,0.12499508403241633,0.0006839945280437756,0.0012546508609500736,-0.0005706563329062979,-0.019928099960089568,-0.017939562552475804,False
36,653425.199,offset_-2,49152,1.0,-0.06360507581259787,47483,1669,0.007953437976539135,0.10389816015958789,0.2028655278682709,0.016118891537189484,0.06603488773107528,0.12486311703920364,0.0,0.0012636101341532758,-0.0012636101341532758,-0.019988040626049308,-0.018632516353722782,False
36,653425.199,offset_-1,49152,1.0,-0.27491159256404435,44161,4991,0.007576224394142628,0.10255013406276703,0.19875957369804392,0.015476487576961517,0.10219158604741096,0.22714338004589088,0.002604688439190543,0.0010642874934897308,0.001540400945700812,-0.015882086455822342,-0.01582850527386869,False
36,653425.199,offset_+1,49152,1.0,-0.2455487725750317,46610,2542,0.007687298813834786,0.09906094931066026,0.1939252942800519,0.01688334997743368,0.1723136395215988,0.25383971720933923,0.0015735641227380016,0.0012014589143960524,0.0003721052083419491,-0.011047807037830315,-0.016996801011227556,False
36,653425.199,offset_+2,49152,1.0,-0.15839072271110652,44912,4240,0.0078078999649733305,0.10310048125684235,0.2039275929331776,0.01256970688700676,0.09610963575541964,0.19276335656642882,0.0002358490566037736,0.0013136800855005344,-0.0010778310288967609,-0.021050105690956028,-0.018446737248466266,False
42,653426.499,identity,49152,1.0,-0.24005238987675262,40682,8470,0.016131346113979816,0.07582602165639396,0.17282584056258238,0.02787943184375763,0.25093820095062225,0.31295300602912884,0.014167650531286895,0.0,0.014167650531286895,0.0,0.0,False
42,653426.499,transpose,49152,1.0,-0.0002235040984300617,40765,8387,0.017763854935765266,0.11702243983745558,0.24208234667778017,0.011574232950806618,0.17137823998928067,0.25981898307800166,0.0062000715392869915,0.0016680976327732124,0.004531973906513779,-0.06925650611519779,-0.009635676624773116,False
42,653426.499,horizontal_flip,49152,1.0,-0.25704302170504284,40682,8470,0.015141997952014208,0.11917890012264232,0.23369737863540657,0.023695764131844044,0.17298836782574628,0.26319193303585037,0.0,0.002949707487340839,-0.002949707487340839,-0.060871538072824194,-0.017117358018627734,False
42,653426.499,vertical_flip,49152,1.0,-0.14944525272125125,40682,8470,0.01685914397239685,0.10193417854607105,0.23675309002399447,0.017455794848501682,0.1891642853617668,0.2642415785789487,0.0017709563164108619,0.002580994051423234,-0.0008100377350123719,-0.0639272494614121,-0.014977688266299267,False
42,653426.499,rotate90,49152,1.0,-0.24066562420973078,40511,8641,0.01539876963943243,0.13406500965356827,0.2525894969701767,0.023613326251506805,0.11703019589185715,0.19373043179512048,0.0010415461173475292,0.002739996544148503,-0.0016984504268009737,-0.07976365640759431,-0.015866100958087867,False
42,653426.499,rotate180,49152,1.0,-0.2244830491360446,40682,8470,0.01527701923623681,0.11469823159277424,0.22855119541287425,0.022975929081439972,0.20094431191682788,0.2713765239715575,0.0037780401416765055,0.0021631188240499484,0.001614921317626557,-0.05572535485029187,-0.012552729213660338,False
42,653426.499,rotate270,49152,1.0,0.055539491249677185,40841,8311,0.01818908378481865,0.1319783627986908,0.25259252190589904,0.010239562951028347,0.12275761738419533,0.20795647352933883,0.0010829021778366022,0.0027178570554100044,-0.0016349548775734023,-0.07976668134331666,-0.015802605408860297,False
42,653426.499,anti_transpose,49152,1.0,-0.22249303900551506,40591,8561,0.015259413979947567,0.13813485205173492,0.25328474938869466,0.022966653108596802,0.09629787504673004,0.17874338626861563,0.0005840439201027917,0.0028331403513094035,-0.002249096431206612,-0.08045890882611229,-0.016416746962493508,False
42,653426.499,offset_-2,49152,1.0,-0.027734722007689127,45061,4091,0.017260653898119926,0.13361984491348267,0.24889966249465967,0.014634892344474792,0.08520544692873955,0.16210829019546505,0.0007333170373991689,0.002596480326668294,-0.001863163289269125,-0.07607382193207729,-0.01603081382055602,False
42,653426.499,offset_-1,49152,1.0,-0.041496141646944165,41196,7956,0.016869098879396915,0.13807213306427002,0.25247793048620226,0.017046798951923847,0.0801029447466135,0.1741789065301417,0.002011060834590246,0.0025245169433925625,-0.0005134561088023164,-0.07965208992361988,-0.014681106640089212,False
42,653426.499,offset_+1,49152,1.0,-0.11087309061114539,39288,9864,0.01672048307955265,0.11781339943408967,0.23776428520679457,0.018051475286483765,0.15611966773867608,0.2606176862120628,0.001419302514193025,0.002698024842191,-0.0012787223279979748,-0.0649384446442122,-0.01544637285928487,False
42,653426.499,offset_+2,49152,1.0,-0.030466536610129893,40273,8879,0.01692889630794525,0.14636030495166782,0.2546049320697784,0.016924723982810974,0.05825705155730248,0.07651363283395766,0.0,0.0029796637946018422,-0.0029796637946018422,-0.08177909150719603,-0.017147314325888736,False
49,653427.798,identity,49152,1.0,-0.05157967159753238,47356,1796,0.018263135105371475,0.03255284857004881,0.0369859954342246,0.021680607460439205,0.13069361448287964,0.2761836037039753,0.0066815144766146995,6.334994509671425e-05,0.006618164531517985,0.0,0.0,False
49,653427.798,transpose,49152,1.0,-0.025152451441079474,47380,1772,0.01833681296557188,0.03392314091324806,0.06498522959649561,0.0176901426166296,0.0256671137176454,0.04557639718055723,0.0,0.00031658927817644573,-0.00031658927817644573,-0.027999234162271007,-0.0069347538096944305,False
49,653427.798,horizontal_flip,49152,1.0,-0.1871255100116332,47356,1796,0.018000390380620956,0.03312163148075342,0.0649915721267461,0.02970957476645708,0.037424721755087376,0.041091041080653666,0.0,0.00031674972548357123,-0.00031674972548357123,-0.028005576692521496,-0.006934914257001557,False
49,653427.798,vertical_flip,49152,1.0,0.09318037996706015,47356,1796,0.0184924453496933,0.03344244044274092,0.048901106230914565,0.009329732041805983,0.12363570928573608,0.27037312835454913,0.007238307349665924,4.223329673114283e-05,0.007196074052934781,-0.011915110796689964,0.0005779095214167957,False
49,653427.798,rotate90,49152,1.0,0.06568396065756792,47336,1816,0.018408616073429585,0.03356268256902695,0.05940985549241325,0.012563246302306652,0.037819283083081245,0.08077948167920111,0.0,0.0003168835558560081,-0.0003168835558560081,-0.022423860058188645,-0.0069350480873739935,False
49,653427.798,rotate180,49152,1.0,-0.08507431104051755,47356,1796,0.018175408244132996,0.03364382032305002,0.0649915721267461,0.02122670877724886,0.03928466513752937,0.04801223967224358,0.0,0.00031674972548357123,-0.00031674972548357123,-0.028005576692521496,-0.006934914257001557,False
49,653427.798,rotate270,49152,1.0,-0.10911226242384299,47376,1776,0.018105311319231987,0.03346659988164902,0.06447834521532059,0.020625575445592403,0.03682298306375742,0.037946042604744434,0.0,0.0003166160081053698,-0.0003166160081053698,-0.027492349781095986,-0.006934780539623355,False
49,653427.798,anti_transpose,49152,1.0,0.03734987490246139,47333,1819,0.018360769376158714,0.03392068520188332,0.06499765038490296,0.017509127035737038,0.025920003466308118,0.04464105993509292,0.0,0.00031690364016648005,-0.00031690364016648005,-0.02801165495067836,-0.006935068171684465,False
49,653427.798,offset_-2,49152,1.0,0.08684357484710724,44976,4176,0.018674418330192566,0.03312163148075342,0.040702889673411846,0.012335557024925947,0.07337071746587753,0.0911064837127924,0.0,0.0003335112059765208,-0.0003335112059765208,-0.0037168942391872448,-0.006951675737494506,False
49,653427.798,offset_-1,49152,1.0,0.2764318479762865,44903,4249,0.018958529457449913,0.033263406902551654,0.04096476398408431,0.008444997482001781,0.07312131226062772,0.09131664395332321,0.0,0.00033405340400418683,-0.00033405340400418683,-0.003978768549859707,-0.006952217935522172,False
49,653427.798,offset_+1,49152,1.0,0.02978200599418636,45884,3268,0.018504207953810692,0.03354371916502713,0.04677375778555856,0.014577581081539392,0.065251078829169,0.09151604115962982,0.0,0.0003269113416441461,-0.0003269113416441461,-0.00978776235133396,-0.006945075873162131,False
49,653427.798,offset_+2,49152,1.0,0.11609836993882248,47940,1212,0.01842536684125662,0.033712863922119134,0.056480902582407,0.011929992586374283,0.05766039621084929,0.08606121718883517,0.0,0.00031289111389236547,-0.00031289111389236547,-0.019494907148182396,-0.00693105564541035,False
56,653429.897,identity,49152,1.0,-0.39279874294206424,45852,3300,0.011605830397456884,0.06260357983410357,0.16218918278813343,0.07467366382479668,0.3596368253231048,0.41158378213644026,0.12303030303030303,0.002377213643897758,0.12065308938640527,0.0,0.0,False
56,653429.897,transpose,49152,1.0,-0.05135127442395836,45715,3437,0.01202306430786848,0.07537927702069278,0.1828989389538765,0.023651892319321632,0.3676599979400634,0.4097468388080596,0.14111143439045679,0.0006562397462539647,0.1404551946442028,-0.020709756165743054,0.019802105257797534,False
56,653429.897,horizontal_flip,49152,1.0,0.022057401292016443,45852,3300,0.012438439764082432,0.10933548994362341,0.3107859605550765,0.011684155091643333,0.051632985472679124,0.2805212670564651,0.0069696969696969695,0.010730175346767862,-0.003760478377070893,-0.14859677776694308,-0.12441356776347617,False
56,653429.897,vertical_flip,49152,1.0,-0.03900279521344656,45852,3300,0.012385564390569925,0.10704309269785874,0.3138199120759959,0.01222082320600748,0.10249330215156073,0.1722234196960926,0.0,0.011231789234929774,-0.011231789234929774,-0.15163072928786248,-0.13188487862133505,False
56,653429.897,rotate90,49152,1.0,0.056199104304542113,45899,3253,0.01264608558267355,0.1045043684542179,0.296442940235137,0.008855625987052917,0.1242208898067474,0.343068654537201,0.019674146941284967,0.009825922133379811,0.009848224807905155,-0.13425375744700357,-0.11080486457850011,False
56,653429.897,rotate180,49152,1.0,0.09958027027371853,45852,3300,0.012246882542967796,0.11198542714118952,0.3138199120759959,0.0132593410089612,0.02560434369370339,0.07348487623035894,0.0,0.011231789234929774,-0.011231789234929774,-0.15163072928786248,-0.13188487862133505,False
56,653429.897,rotate270,49152,1.0,0.003321701921866671,45798,3354,0.012263881973922253,0.10966622754931458,0.31276935160160063,0.013514219783246517,0.08078893944621085,0.18909232914447782,0.0014907573047107932,0.011135857461024499,-0.009645100156313705,-0.1505801688134672,-0.130298189542719,False
56,653429.897,anti_transpose,49152,1.0,0.09583236287943743,45984,3168,0.012528243009001017,0.11215907931327809,0.3135184842348095,0.010778994765132666,0.02603352908045052,0.04441934395581482,0.0,0.01119954766875435,-0.01119954766875435,-0.15132930144667606,-0.13185263705515962,False
56,653429.897,offset_-2,49152,1.0,0.05393777153411404,46185,2967,0.012497680261731148,0.10029169768095002,0.24566784441471098,0.010312619619071484,0.3573282688856124,0.41125885069370277,0.08223795079204584,0.005867705965140197,0.07637024482690564,-0.08347866162657755,-0.04428284455949963,False
