tail,frame_index,timestamp,group,tail_pixel_count,contribution_fraction
TAIL_010,112,653452.305,11,11064,0.01051858006774711
TAIL_010,113,653452.505,11,9127,0.008677067993341276
TAIL_010,114,653452.705,11,7970,0.00757710440527336
TAIL_010,115,653453.004,11,9117,0.008667560961465148
TAIL_010,116,653453.204,11,9426,0.008961328246437477
TAIL_010,117,653453.404,11,5812,0.005525486926405115
TAIL_010,118,653453.804,11,8646,0.008219779760099558
TAIL_010,119,653454.004,11,11400,0.010838016338784982
TAIL_010,120,653454.204,12,10314,0.00980555267703757
TAIL_010,121,653454.404,12,4564,0.004339009348264444
TAIL_010,122,653454.504,12,2942,0.0027969687779566157
TAIL_010,123,653454.604,12,877,0.0008337666955363534
TAIL_010,124,653454.804,12,37,3.517601794167056e-05
TAIL_010,125,653455.004,12,162,0.00015401391639326028
TAIL_010,126,653455.204,12,675,0.0006417246516385844
TAIL_010,127,653455.403,12,530,0.0005038726894347404
TAIL_010,128,653455.603,12,2710,0.002576405638430465
TAIL_010,129,653455.903,12,343,0.0003260911933511622
TAIL_010,130,653456.103,12,886,0.000842323024224868
TAIL_010,131,653456.303,12,1370,0.0013024633670294234
TAIL_010,132,653456.503,12,2256,0.002144786391254291
TAIL_010,133,653456.703,12,4390,0.004173586993619831
TAIL_010,134,653457.003,12,7202,0.006846964357186793
TAIL_010,135,653457.203,12,8248,0.007841399891429696
TAIL_010,136,653457.403,12,7737,0.007355590562559597
TAIL_010,137,653457.603,12,7088,0.006738584193798944
TAIL_010,138,653457.902,12,5788,0.005502670049902411
TAIL_010,139,653458.502,12,5565,0.005290663239064774
TAIL_010,140,653458.702,12,5754,0.005470346141523578
TAIL_010,141,653458.902,12,6529,0.006207141111923434
TAIL_010,142,653459.102,12,4438,0.004219220746625242
TAIL_010,143,653459.302,12,2890,0.0027475322122007544
TAIL_010,144,653459.602,12,1055,0.0010029918629314172
TAIL_010,145,653459.902,12,1915,0.0018205966042783544
TAIL_010,146,653460.202,12,517,0.0004915135479957751
TAIL_010,147,653460.401,12,361,0.0003432038507281911
TAIL_010,148,653460.701,12,163,0.000154964619580873
TAIL_010,149,653460.901,12,219,0.00020820399808718518
TAIL_010,150,653461.101,12,159,0.00015116180683042213
TAIL_010,151,653461.301,12,694,0.0006597880122032261
TAIL_010,152,653461.401,12,113,0.00010742946020023711
TAIL_010,153,653461.601,12,181,0.00017207727695790192
TAIL_010,154,653461.801,12,143,0.00013595055582861864
TAIL_010,155,653462.001,12,942,0.0008955624027311801
TAIL_010,156,653462.201,12,2028,0.0019280260644785915
TAIL_010,157,653462.401,12,2416,0.002296898901272326
TAIL_010,158,653462.601,12,2027,0.0019270753612909788
TAIL_010,159,653462.800,12,3323,0.0031591866924370613
TAIL_010,160,653463.000,12,2912,0.002768447682328234
TAIL_010,161,653463.200,12,3441,0.003271369668575362
TAIL_010,162,653463.500,12,3626,0.0034472497582837144
TAIL_010,163,653463.700,12,3521,0.0033474259235843793
TAIL_010,164,653463.900,12,5675,0.005395240589702173
TAIL_010,165,653464.100,12,6128,0.0058259091336907345
TAIL_010,166,653464.300,12,3462,0.003291334435515229
TAIL_010,167,653464.500,12,1358,0.0012910549287780708
TAIL_010,168,653464.700,12,2549,0.0024233424252248174
TAIL_010,169,653464.900,12,3168,0.00301182769835709
TAIL_010,170,653465.200,12,2354,0.0022379553036403375
TAIL_010,171,653465.499,12,3114,0.002960489726226003
TAIL_010,172,653465.699,12,6304,0.005993232894710572
TAIL_010,173,653465.799,12,8485,0.00806671654689391
TAIL_010,174,653465.899,12,16526,0.015711320878487773
TAIL_010,175,653466.099,12,15267,0.014514385565283361
TAIL_010,176,653466.299,12,14325,0.013618823162552182
TAIL_010,177,653466.499,12,10293,0.009785587910097704
TAIL_010,178,653466.699,12,6538,0.006215697440611949
TAIL_010,179,653467.299,12,9804,0.009320694051355084
TAIL_010,180,653467.499,12,11522,0.010954002127673734
TAIL_010,181,653467.599,12,13446,0.012783155060640603
TAIL_010,182,653467.698,12,19604,0.018637585289959718
TAIL_010,183,653467.798,12,11525,0.010956854237236573
TAIL_010,184,653467.898,12,10297,0.009789390722848155
TAIL_010,185,653467.998,12,4610,0.004382741694894629
TAIL_010,186,653468.198,12,250,0.00023767579690317945
TAIL_010,187,653468.398,12,7,6.654922313289024e-06
TAIL_010,188,653468.898,12,281,0.00026714759571917367
TAIL_010,189,653469.098,12,5133,0.0048799594620160805
TAIL_010,190,653469.298,12,6884,0.006544640743525949
TAIL_010,191,653469.498,12,9897,0.009409109447803068
TAIL_010,192,653469.698,12,14192,0.013492379638599691
TAIL_010,193,653469.998,12,12879,0.012244106353264192
TAIL_010,194,653470.297,12,6658,0.0063297818231254745
TAIL_010,195,653470.597,12,3557,0.003381651238338437
TAIL_010,196,653470.897,12,278,0.0002642954861563355
TAIL_010,197,653471.197,12,398,0.00037837986866986166
TAIL_010,198,653471.597,12,422,0.00040119674517256687
TAIL_010,199,653471.897,12,567,0.000539048707376411
TAIL_010,200,653472.097,12,872,0.0008290131795982899
TAIL_010,201,653472.297,12,4662,0.00443217826065049
TAIL_010,202,653472.497,12,4260,0.0040499955792301775
TAIL_010,203,653472.696,12,5132,0.004879008758828468
TAIL_010,204,653472.896,12,3253,0.0030926374693041707
TAIL_010,205,653473.096,12,1707,0.0016228503412549092
TAIL_010,206,653473.296,12,798,0.0007586611437149488
TAIL_010,207,653473.496,12,67,6.36971135700521e-05
TAIL_010,208,653473.696,12,85,8.080977094708101e-05
TAIL_010,209,653473.896,12,120,0.00011408438251352613
TAIL_010,210,653474.296,12,101,9.602102194888449e-05
TAIL_010,211,653474.596,12,171,0.00016257024508177474
TAIL_010,212,653474.896,12,92,8.746469326037004e-05
TAIL_010,213,653475.195,12,3,2.8521095628381534e-06
TAIL_050,0,653418.418,0,0,0.0
TAIL_050,1,653418.602,0,2,3.8028091351081043e-06
TAIL_050,2,653418.702,0,0,0.0
TAIL_050,3,653418.802,0,3,5.7042137026621565e-06
TAIL_050,4,653418.902,0,17,3.232387764841889e-05
TAIL_050,5,653419.002,0,42,7.985899183727019e-05
TAIL_050,6,653419.102,0,61,0.00011598567862079718
TAIL_050,7,653419.201,0,18,3.422528221597294e-05
TAIL_050,8,653419.301,0,22,4.1830900486189146e-05
TAIL_050,9,653419.401,0,2,3.8028091351081043e-06
TAIL_050,10,653419.501,0,3,5.7042137026621565e-06
TAIL_050,11,653419.601,0,6,1.1408427405324313e-05
TAIL_050,12,653419.701,0,31,5.8943541594175616e-05
TAIL_050,13,653419.901,0,70,0.00013309831972878366
TAIL_050,14,653420.101,0,356,0.0006769000260492425
TAIL_050,15,653420.301,0,712,0.001353800052098485
TAIL_050,16,653420.501,0,1709,0.003249500405949875
TAIL_050,17,653420.801,0,2092,0.003977738355323077
TAIL_050,18,653421.101,0,530,0.0010077444208036477
TAIL_050,19,653421.501,0,1530,0.0029091489883577
TAIL_050,20,653421.800,0,366,0.0006959140717247831
TAIL_050,21,653422.100,0,2327,0.004424568428698279
TAIL_050,22,653422.300,0,2508,0.004768722655425563
TAIL_050,23,653422.500,0,577,0.0010971104354786881
TAIL_050,24,653422.700,1,0,0.0
TAIL_050,25,653422.900,1,6,1.1408427405324313e-05
TAIL_050,26,653423.100,1,15,2.852106851331078e-05
TAIL_050,27,653423.300,1,0,0.0
TAIL_050,28,653423.600,1,1,1.9014045675540522e-06
TAIL_050,29,653423.800,1,2,3.8028091351081043e-06
TAIL_050,30,653424.000,1,1,1.9014045675540522e-06
TAIL_050,31,653424.199,1,2,3.8028091351081043e-06
TAIL_050,32,653424.399,1,1,1.9014045675540522e-06
TAIL_050,33,653424.599,1,1,1.9014045675540522e-06
TAIL_050,34,653424.799,1,0,0.0
TAIL_050,35,653424.999,1,200,0.00038028091351081044
TAIL_050,36,653425.199,1,1619,0.0030783739948700103
TAIL_050,37,653425.499,1,1149,0.002184713848119606
TAIL_050,38,653425.699,1,1554,0.002954782697978997
TAIL_050,39,653425.899,1,3026,0.005753650221418562
TAIL_050,40,653426.099,1,815,0.0015496447225565525
TAIL_050,41,653426.299,1,2544,0.004837173219857509
TAIL_050,42,653426.499,2,2486,0.004726891754939374
TAIL_050,43,653426.598,2,2013,0.003827527394486307
TAIL_050,44,653426.798,2,4120,0.007833786818322695
TAIL_050,45,653426.998,2,2506,0.004764919846290455
TAIL_050,46,653427.198,2,1141,0.0021695026115791734
TAIL_050,47,653427.398,2,679,0.0012910537013692013
TAIL_050,48,653427.598,2,283,0.0005380974926177968
TAIL_050,49,653427.798,2,100,0.00019014045675540522
TAIL_050,50,653427.998,2,74,0.00014070393799899987
TAIL_050,51,653428.198,2,36,6.845056443194588e-05
TAIL_050,52,653428.498,2,8,1.5211236540432417e-05
TAIL_050,53,653428.898,2,24,4.563370962129725e-05
TAIL_050,54,653429.097,2,801,0.0015230250586107958
TAIL_050,55,653429.397,2,1950,0.0037077389067304016
TAIL_050,56,653429.897,2,1879,0.003572739182434064
TAIL_050,57,653430.097,2,2563,0.004873299906641036
TAIL_050,58,653430.497,2,4099,0.00779385732240406
TAIL_050,59,653431.097,2,2490,0.00473449737320959
TAIL_050,60,653431.297,2,979,0.001861475071635417
TAIL_050,61,653431.496,2,5582,0.01061364029608672
TAIL_050,62,653431.796,2,1999,0.0038009077305405504
TAIL_050,63,653432.096,2,7260,0.013804197160442419
TAIL_050,64,653432.496,2,2240,0.004259146231321077
TAIL_050,65,653432.696,2,4640,0.008822517193450802
TAIL_050,66,653432.896,2,2378,0.004521540061643536
TAIL_050,67,653432.996,2,1658,0.0031525287730046186
TAIL_050,68,653433.196,2,1209,0.002298798122172849
TAIL_050,69,653433.396,2,1008,0.0019166158040944846
TAIL_050,70,653433.596,2,759,0.0014431660667735256
TAIL_050,71,653433.796,2,58,0.00011028146491813502
TAIL_050,72,653434.295,2,166,0.00031563315821397264
TAIL_050,73,653434.495,2,600,0.0011408427405324314
TAIL_050,74,653434.695,2,2641,0.005021609462910252
TAIL_050,75,653434.895,2,3257,0.006192874676523548
TAIL_050,76,653435.095,2,42329,0.08048455393999547
TAIL_050,77,653435.295,2,46722,0.08883742420526043
TAIL_050,78,653435.595,2,47296,0.08992883042703645
TAIL_050,79,653435.795,2,47471,0.09026157622635841
TAIL_050,80,653435.995,2,2171,0.004127949316159847
TAIL_050,81,653436.195,2,2285,0.00434470943686101
TAIL_050,82,653436.494,2,2284,0.004342808032293455
TAIL_050,83,653436.694,2,1788,0.0033997113667866455
TAIL_050,84,653436.911,3,2704,0.005141397950666157
TAIL_050,85,653440.210,6,2219,0.004219216735402442
TAIL_050,86,653440.310,6,3951,0.00751244944640606
TAIL_050,87,653444.708,9,1405,0.0026714734174134434
TAIL_050,88,653444.808,9,4850,0.009221812152637152
TAIL_050,89,653445.008,9,2710,0.0051528063780714815
TAIL_050,90,653445.208,9,2160,0.004107033865916753
TAIL_050,91,653445.408,9,2970,0.005647171565635535
TAIL_050,92,653445.707,9,1289,0.0024509104875771732
TAIL_050,93,653446.207,9,661,0.0012568284191532284
TAIL_050,94,653446.407,9,1262,0.002399572564253214
TAIL_050,95,653446.607,9,2512,0.004776328273695779
TAIL_050,96,653446.807,9,3467,0.006592169635709899
TAIL_050,97,653447.007,9,1207,0.002294995313037741
TAIL_050,98,653447.207,9,906,0.0017226725382039714
TAIL_050,99,653447.407,9,1200,0.0022816854810648627
TAIL_050,100,653447.707,9,169,0.0003213373719166348
TAIL_050,101,653448.106,9,1067,0.0020287986735801735
TAIL_050,102,653448.306,9,1226,0.002331121999821268
TAIL_050,103,653448.506,9,1643,0.0031240077044913076
TAIL_050,104,653448.606,9,1852,0.0035214012591101044
TAIL_050,105,653448.706,9,1257,0.0023900655414154435
TAIL_050,106,653448.906,9,814,0.0015477433179889985
TAIL_050,107,653449.106,9,1218,0.0023159107632808357
TAIL_050,108,653449.406,9,606,0.0011522511679377557
TAIL_050,109,653450.106,9,265,0.0005038722104018238
TAIL_050,110,653450.206,9,336,0.0006388719346981615
TAIL_050,111,653452.205,11,4084,0.007765336253890749
TAIL_050,112,653452.305,11,5163,0.009816951782281572
TAIL_050,113,653452.505,11,3671,0.006980056167490926
TAIL_050,114,653452.705,11,3762,0.007153083983138344
TAIL_050,115,653453.004,11,4093,0.007782448894998736
TAIL_050,116,653453.204,11,5533,0.01052047147227657
TAIL_050,117,653453.404,11,2998,0.005700410893527049
TAIL_050,118,653453.804,11,4014,0.007632237934161966
TAIL_050,119,653454.004,11,4387,0.008341461837859627
TAIL_050,120,653454.204,12,5905,0.011227793971406679
TAIL_050,121,653454.404,12,1369,0.0026030228529814975
TAIL_050,122,653454.504,12,635,0.0012073919003968232
TAIL_050,123,653454.604,12,149,0.0002833092805655538
TAIL_050,124,653454.804,12,0,0.0
TAIL_050,125,653455.004,12,7,1.3309831972878366e-05
TAIL_050,126,653455.204,12,30,5.704213702662156e-05
TAIL_050,127,653455.403,12,56,0.00010647865578302693
TAIL_050,128,653455.603,12,542,0.0010305612756142963
TAIL_050,129,653455.903,12,24,4.563370962129725e-05
TAIL_050,130,653456.103,12,56,0.00010647865578302693
TAIL_050,131,653456.303,12,491,0.0009335896426690396
TAIL_050,132,653456.503,12,766,0.001456475898746404
TAIL_050,133,653456.703,12,1647,0.0031316133227615238
TAIL_050,134,653457.003,12,4172,0.007932659855835507
TAIL_050,135,653457.203,12,3951,0.00751244944640606
TAIL_050,136,653457.403,12,3650,0.00694012667157229
TAIL_050,137,653457.603,12,3953,0.007516252255541168
TAIL_050,138,653457.902,12,2530,0.004810553555911752
TAIL_050,139,653458.502,12,2309,0.004390343146482307
TAIL_050,140,653458.702,12,2315,0.004401751573887631
TAIL_050,141,653458.902,12,3909,0.00743259045456879
TAIL_050,142,653459.102,12,2205,0.004192597071456685
TAIL_050,143,653459.302,12,1355,0.0025764031890357407
TAIL_050,144,653459.602,12,322,0.0006122522707524048
TAIL_050,145,653459.902,12,1082,0.0020573197420934845
TAIL_050,146,653460.202,12,82,0.0001559151745394323
TAIL_050,147,653460.401,12,83,0.00015781657910698632
TAIL_050,148,653460.701,12,21,3.992949591863509e-05
TAIL_050,149,653460.901,12,1,1.9014045675540522e-06
TAIL_050,150,653461.101,12,1,1.9014045675540522e-06
TAIL_050,151,653461.301,12,4,7.605618270216209e-06
TAIL_050,152,653461.401,12,2,3.8028091351081043e-06
TAIL_050,153,653461.601,12,51,9.697163294525666e-05
TAIL_050,154,653461.801,12,32,6.084494616172967e-05
TAIL_050,155,653462.001,12,301,0.0005723227748337697
TAIL_050,156,653462.201,12,14,2.6619663945756732e-05
TAIL_050,157,653462.401,12,263,0.0005000694012667157
TAIL_050,158,653462.601,12,444,0.0008442236279939992
TAIL_050,159,653462.800,12,134,0.000254788212052243
TAIL_050,160,653463.000,12,304,0.0005780269885364319
TAIL_050,161,653463.200,12,894,0.0016998556833933227
TAIL_050,162,653463.500,12,593,0.001127532908559553
TAIL_050,163,653463.700,12,236,0.0004487314779427563
TAIL_050,164,653463.900,12,2283,0.004340906627725901
TAIL_050,165,653464.100,12,3544,0.006738577787411561
TAIL_050,166,653464.300,12,710,0.001349997242963377
TAIL_050,167,653464.500,12,10,1.9014045675540523e-05
TAIL_050,168,653464.700,12,145,0.0002757036622953376
TAIL_050,169,653464.900,12,37,7.035196899949993e-05
TAIL_050,170,653465.200,12,9,1.711264110798647e-05
TAIL_050,171,653465.499,12,367,0.0006978154762923371
TAIL_050,172,653465.699,12,1440,0.002738022577277835
TAIL_050,173,653465.799,12,3523,0.006698648291492926
TAIL_050,174,653465.899,12,10083,0.01917186225464751
TAIL_050,175,653466.099,12,9909,0.018841017859893103
TAIL_050,176,653466.299,12,7624,0.014496308423032093
TAIL_050,177,653466.499,12,3448,0.006556042948926372
TAIL_050,178,653466.699,12,2093,0.003979639759890631
TAIL_050,179,653467.299,12,4499,0.00855441914942568
TAIL_050,180,653467.499,12,5274,0.01002800768928007
TAIL_050,181,653467.599,12,6164,0.011720257754403178
TAIL_050,182,653467.698,12,12043,0.02289861520705345
TAIL_050,183,653467.798,12,7304,0.013887858961414798
TAIL_050,184,653467.898,12,6732,0.012800255548773879
TAIL_050,185,653467.998,12,2600,0.004943651875640536
TAIL_050,186,653468.198,12,0,0.0
TAIL_050,187,653468.398,12,0,0.0
TAIL_050,188,653468.898,12,0,0.0
TAIL_050,189,653469.098,12,2397,0.004557666748427063
TAIL_050,190,653469.298,12,4077,0.007752026421917871
TAIL_050,191,653469.498,12,4049,0.007698787094026357
TAIL_050,192,653469.698,12,5333,0.01014019055876576
TAIL_050,193,653469.998,12,4905,0.009326389403852626
TAIL_050,194,653470.297,12,1184,0.002251263007983998
TAIL_050,195,653470.597,12,1803,0.003428232435299956
TAIL_050,196,653470.897,12,0,0.0
TAIL_050,197,653471.197,12,0,0.0
TAIL_050,198,653471.597,12,2,3.8028091351081043e-06
TAIL_050,199,653471.897,12,111,0.0002110559069984998
TAIL_050,200,653472.097,12,0,0.0
TAIL_050,201,653472.297,12,434,0.0008252095823184587
TAIL_050,202,653472.497,12,726,0.0013804197160442418
TAIL_050,203,653472.696,12,123,0.0002338727618091484
TAIL_050,204,653472.896,12,307,0.0005837312022390941
TAIL_050,205,653473.096,12,144,0.0002738022577277835
TAIL_050,206,653473.296,12,15,2.852106851331078e-05
TAIL_050,207,653473.496,12,1,1.9014045675540522e-06
TAIL_050,208,653473.696,12,0,0.0
TAIL_050,209,653473.896,12,0,0.0
TAIL_050,210,653474.296,12,2,3.8028091351081043e-06
TAIL_050,211,653474.596,12,0,0.0
TAIL_050,212,653474.896,12,0,0.0
TAIL_050,213,653475.195,12,0,0.0
TAIL_010_PERCENT,0,653418.418,0,0,0.0
TAIL_010_PERCENT,1,653418.602,0,0,0.0
TAIL_010_PERCENT,2,653418.702,0,0,0.0
TAIL_010_PERCENT,3,653418.802,0,0,0.0
TAIL_010_PERCENT,4,653418.902,0,0,0.0
TAIL_010_PERCENT,5,653419.002,0,0,0.0
TAIL_010_PERCENT,6,653419.102,0,0,0.0
TAIL_010_PERCENT,7,653419.201,0,0,0.0
TAIL_010_PERCENT,8,653419.301,0,0,0.0
TAIL_010_PERCENT,9,653419.401,0,0,0.0
TAIL_010_PERCENT,10,653419.501,0,0,0.0
TAIL_010_PERCENT,11,653419.601,0,0,0.0
TAIL_010_PERCENT,12,653419.701,0,0,0.0
TAIL_010_PERCENT,13,653419.901,0,0,0.0
TAIL_010_PERCENT,14,653420.101,0,201,0.001910900690205921
TAIL_010_PERCENT,15,653420.301,0,530,0.005038693362234518
TAIL_010_PERCENT,16,653420.501,0,632,0.006008404160249463
TAIL_010_PERCENT,17,653420.801,0,236,0.002243644591485559
TAIL_010_PERCENT,18,653421.101,0,1,9.506968607989656e-06
TAIL_010_PERCENT,19,653421.501,0,0,0.0
TAIL_010_PERCENT,20,653421.800,0,0,0.0
TAIL_010_PERCENT,21,653422.100,0,1413,0.013433346643089384
TAIL_010_PERCENT,22,653422.300,0,216,0.0020535052193257656
TAIL_010_PERCENT,23,653422.500,0,1,9.506968607989656e-06
TAIL_010_PERCENT,24,653422.700,1,0,0.0
TAIL_010_PERCENT,25,653422.900,1,0,0.0
TAIL_010_PERCENT,26,653423.100,1,0,0.0
TAIL_010_PERCENT,27,653423.300,1,0,0.0
TAIL_010_PERCENT,28,653423.600,1,0,0.0
TAIL_010_PERCENT,29,653423.800,1,0,0.0
TAIL_010_PERCENT,30,653424.000,1,0,0.0
TAIL_010_PERCENT,31,653424.199,1,0,0.0
TAIL_010_PERCENT,32,653424.399,1,0,0.0
TAIL_010_PERCENT,33,653424.599,1,0,0.0
TAIL_010_PERCENT,34,653424.799,1,0,0.0
TAIL_010_PERCENT,35,653424.999,1,0,0.0
TAIL_010_PERCENT,36,653425.199,1,5,4.7534843039948285e-05
TAIL_010_PERCENT,37,653425.499,1,0,0.0
TAIL_010_PERCENT,38,653425.699,1,1,9.506968607989656e-06
TAIL_010_PERCENT,39,653425.899,1,2,1.9013937215979313e-05
TAIL_010_PERCENT,40,653426.099,1,1,9.506968607989656e-06
TAIL_010_PERCENT,41,653426.299,1,0,0.0
TAIL_010_PERCENT,42,653426.499,2,0,0.0
TAIL_010_PERCENT,43,653426.598,2,6,5.704181164793794e-05
TAIL_010_PERCENT,44,653426.798,2,656,0.006236571406841215
TAIL_010_PERCENT,45,653426.998,2,31,0.00029471602684767934
TAIL_010_PERCENT,46,653427.198,2,2,1.9013937215979313e-05
TAIL_010_PERCENT,47,653427.398,2,1,9.506968607989656e-06
TAIL_010_PERCENT,48,653427.598,2,0,0.0
TAIL_010_PERCENT,49,653427.798,2,0,0.0
TAIL_010_PERCENT,50,653427.998,2,0,0.0
TAIL_010_PERCENT,51,653428.198,2,0,0.0
TAIL_010_PERCENT,52,653428.498,2,0,0.0
TAIL_010_PERCENT,53,653428.898,2,0,0.0
TAIL_010_PERCENT,54,653429.097,2,7,6.654878025592759e-05
TAIL_010_PERCENT,55,653429.397,2,5,4.7534843039948285e-05
TAIL_010_PERCENT,56,653429.897,2,1,9.506968607989656e-06
TAIL_010_PERCENT,57,653430.097,2,204,0.00193942159602989
TAIL_010_PERCENT,58,653430.497,2,139,0.0013214686365105623
TAIL_010_PERCENT,59,653431.097,2,139,0.0013214686365105623
TAIL_010_PERCENT,60,653431.297,2,20,0.00019013937215979314
