trial_id,frozen_order_rank,historical_witness,active_progress_new,reference_progress,delta_new,hard_violation_new,min_hard_h_new,completed_cycles_new,primary_count_new,primary_rate_new,retained_backup_count_new,retained_backup_rate_new,terminal_count_new,terminal_rate_new,alternative_count_new,L3_pass_count_new,L3_fail_count_new,L3_fail_rate_new,deadline_open_new,deadline_warning_new,deadline_expired_new,first_primary_cycle,first_terminal_cycle,longest_primary_run,longest_terminal_run,number_primary_runs,number_terminal_runs,last_cycle_leaving_terminal,number_primary_to_terminal_transitions,number_terminal_to_primary_transitions,final_action_role,fraction_last_100_cycles_terminal,fraction_last_100_cycles_primary,terminal_fraction_first100,terminal_fraction_middle100,primary_fraction_first100,active_progress_old,delta_old,hard_violation_old,min_hard_h_old,completed_cycles_old,primary_count_old,retained_backup_count_old,terminal_count_old,L3_fail_count_old,primary_rate_old,backup_rate_old,terminal_rate_old,L3_fail_rate_old,active_progress_change_new_minus_old,delta_change_new_minus_old,primary_rate_change,backup_rate_change,terminal_rate_change,L3_fail_rate_change,hard_outcome_change,trace_complete,EVIDENCE_SUPPORTED_MECHANISM_CLASS
51,40,False,0.10412986878136153,0.07720912819366282,0.026920740587698708,False,0.0028223154155772663,500,109,0.218,6,0.012,385,0.77,0,109,391,0.782,2392,0,0,0,115,98,385,5,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,1.0,0.99,0.7879117828342673,0.7107026546406046,False,5.781562216953753e-05,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.6837819140529058,-0.6837819140529059,-0.782,0.012,0.77,0.782,False->False,True,L3_FAIL_TERMINAL_DOMINANT
69,41,False,0.30993388562809165,0.30260515162960494,0.007328733998486714,False,0.008755318321557192,500,190,0.38,2,0.004,308,0.616,0,190,310,0.62,2311,0,0,0,192,190,308,1,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,1.0,1.0,0.3220991083787058,0.01949395674910087,False,9.854872232325477e-08,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.012165222750614157,-0.012165222750614157,-0.62,0.004,0.616,0.62,False->False,True,L3_FAIL_TERMINAL_DOMINANT
59,42,True,0.07737955744553132,0.04463275245536379,0.03274680499016753,False,0.0024690374364931982,500,100,0.2,12,0.024,388,0.776,0,100,400,0.8,2401,0,0,0,112,84,388,11,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,1.0,0.94,0.09209787603044407,0.04746512357508028,True,-3.880511228321337e-09,347,345,1,0,0,0.9942363112391931,0.002881844380403458,0.0,0.0,-0.014718318584912751,-0.014718318584912751,-0.794236311239193,0.021118155619596544,0.776,0.8,True->False,True,L3_FAIL_TERMINAL_DOMINANT
63,43,False,0.9890729072970541,0.22684384255241305,0.762229064744641,False,0.00827163633446201,500,464,0.928,3,0.006,33,0.066,0,464,36,0.072,2037,0,0,0,467,462,33,3,1,NOT_AVAILABLE,0,0,TERMINAL,0.33,0.64,0.0,0.0,1.0,0.9976854007030433,0.7708415581506303,False,0.00827163633446201,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.008612493405989241,-0.008612493405989241,-0.07199999999999995,0.006,0.066,0.072,False->False,True,NO_CLEAR_ROUTING_MECHANISM
42,44,False,0.07926159120036942,0.06997684739523657,0.009284743805132847,False,0.013787709740946865,500,57,0.114,3,0.006,440,0.88,0,57,443,0.886,2444,0,0,0,60,55,440,3,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.4,1.0,0.57,0.10749602755659429,0.03751918016135772,False,3.993060359048062e-09,500,403,97,0,0,0.806,0.194,0.0,0.0,-0.02823443635622487,-0.02823443635622487,-0.6920000000000001,-0.188,0.88,0.886,False->False,True,EARLY_TERMINAL_LOCK_IN
13,45,False,0.2764224698147564,0.2443796726705322,0.03204279714422417,False,0.0034095173031189504,500,169,0.338,4,0.008,327,0.654,0,169,331,0.662,2332,0,0,0,173,147,327,4,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,1.0,1.0,0.28671426054273597,0.04233458787220376,False,2.523036041098035e-09,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.010291790727979588,-0.010291790727979588,-0.6619999999999999,0.008,0.654,0.662,False->False,True,L3_FAIL_TERMINAL_DOMINANT
4,46,False,0.8532921329792895,0.8256379641976409,0.027654168781648614,False,0.0031642772897455766,500,416,0.832,16,0.032,68,0.136,0,416,84,0.168,2085,0,0,0,432,375,68,15,1,NOT_AVAILABLE,0,0,TERMINAL,0.68,0.2,0.0,0.0,1.0,0.873838332398998,0.04820036820135709,False,3.566329745772858e-05,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.020546199419708477,-0.020546199419708477,-0.16800000000000004,0.032,0.136,0.168,False->False,True,NO_CLEAR_ROUTING_MECHANISM
93,47,False,0.5286560457133096,0.3228516952879541,0.2058043504253555,False,0.003014304303239542,500,434,0.868,6,0.012,60,0.12,0,434,66,0.132,2067,0,0,0,440,407,60,6,1,NOT_AVAILABLE,0,0,TERMINAL,0.6,0.34,0.0,0.0,1.0,0.5349039005256012,0.21205220523764712,False,0.0001296126820991983,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.00624785481229162,-0.00624785481229162,-0.132,0.012,0.12,0.132,False->False,True,NO_CLEAR_ROUTING_MECHANISM
39,48,False,0.08710898369070767,0.07124409591690575,0.01586488777380192,False,0.008616376157871815,500,69,0.138,4,0.008,427,0.854,0,69,431,0.862,2432,0,0,0,73,60,427,3,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.27,1.0,0.69,0.10453200981896661,0.03328791390206086,False,1.2272064974817865e-07,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.01742302612825894,-0.01742302612825894,-0.862,0.008,0.854,0.862,False->False,True,EARLY_TERMINAL_LOCK_IN
49,49,False,0.09147643127249035,0.06032315317990103,0.031153278092589318,False,0.0028093800967303214,500,97,0.194,6,0.012,397,0.794,0,97,403,0.806,2404,0,0,0,103,71,397,6,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,1.0,0.96,0.10015836336624866,0.03983521018634763,False,6.8471446892579e-08,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.00868193209375831,-0.00868193209375831,-0.806,0.012,0.794,0.806,False->False,True,L3_FAIL_TERMINAL_DOMINANT
97,50,False,0.0003822161207223713,0.8298380600431007,-0.8294558439223783,False,0.020712876861968016,500,2,0.004,2,0.004,496,0.992,0,2,498,0.996,2499,0,0,0,4,1,496,2,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.96,1.0,0.02,0.9992113645953299,0.1693733045522292,False,0.0005059608020362073,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.9988291484746075,-0.9988291484746075,-0.996,0.004,0.992,0.996,False->False,True,EARLY_TERMINAL_LOCK_IN
60,51,False,0.0,0.038190074971385525,-0.038190074971385525,False,0.05031073240461824,500,0,0.0,0,0.0,500,1.0,0,0,500,1.0,2501,0,0,NOT_AVAILABLE,0,0,500,0,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,1.0,1.0,0.0,0.06887406961420968,0.030683994642824154,False,2.287736498816917e-07,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.06887406961420968,-0.06887406961420968,-1.0,0.0,1.0,1.0,False->False,True,EARLY_TERMINAL_LOCK_IN
83,52,False,0.0044400352945592,0.004437546469063808,2.488825495391804e-06,False,0.02372841141335668,500,9,0.018,5,0.01,486,0.972,0,9,491,0.982,2492,0,0,0,14,3,486,4,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.86,1.0,0.09,0.8154491655454258,0.811011619076362,False,0.0010815541930671278,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.8110091302508666,-0.8110091302508666,-0.982,0.01,0.972,0.982,False->False,True,EARLY_TERMINAL_LOCK_IN
36,53,False,0.08081217421457028,0.05727476956710501,0.023537404647465267,False,0.005628788895763457,500,79,0.158,5,0.01,416,0.832,0,79,421,0.842,2422,0,0,0,84,58,416,5,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.16,1.0,0.79,0.13166820662319456,0.07439343705608956,False,2.704022564848296e-07,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.05085603240862428,-0.05085603240862429,-0.842,0.01,0.832,0.842,False->False,True,EARLY_TERMINAL_LOCK_IN
67,54,False,0.9999991657080765,0.8413249240018299,0.15867424170624655,False,0.003962894441288254,500,486,0.972,14,0.028,0,0.0,0,486,14,0.028,2015,0,0,0,NOT_AVAILABLE,408,0,14,0,NOT_AVAILABLE,0,0,PRIMARY,0.0,0.86,0.0,0.0,1.0,0.9998125855549128,0.15848766155308291,False,0.003962894441288254,500,500,0,0,0,1.0,0.0,0.0,0.0,0.00018658015316364018,0.00018658015316364018,-0.028000000000000025,0.028,0.0,0.028,False->False,True,NO_CLEAR_ROUTING_MECHANISM
86,55,False,0.23469581154610514,0.2193578964632967,0.015337915082808434,False,0.008800837197692118,500,114,0.228,4,0.008,382,0.764,0,114,386,0.772,2387,0,0,0,118,104,382,3,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,1.0,1.0,0.2521353245710246,0.03277742810772791,False,9.255014626202707e-09,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.017439513024919473,-0.017439513024919473,-0.772,0.008,0.764,0.772,False->False,True,L3_FAIL_TERMINAL_DOMINANT
3,56,False,0.8628940427913052,0.23299423608287723,0.629899806708428,False,0.003188135045591247,500,416,0.832,10,0.02,74,0.148,0,416,84,0.168,2085,0,0,0,426,386,74,9,1,NOT_AVAILABLE,0,0,TERMINAL,0.74,0.2,0.0,0.0,1.0,0.8704003886893852,0.637406152606508,False,3.651437909203794e-05,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.007506345898079969,-0.007506345898079969,-0.16800000000000004,0.02,0.148,0.168,False->False,True,NO_CLEAR_ROUTING_MECHANISM
81,57,False,0.0008517084669046754,0.025510591477147813,-0.02465888301024314,False,0.029828218073022033,500,3,0.006,3,0.006,494,0.988,0,3,497,0.994,2498,0,0,0,6,1,494,3,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.94,1.0,0.03,0.8280444518394645,0.8025338603623167,False,0.0004442558956851917,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.8271927433725599,-0.8271927433725598,-0.994,0.006,0.988,0.994,False->False,True,EARLY_TERMINAL_LOCK_IN
87,58,False,0.0,0.637242873421451,-0.637242873421451,False,0.03731742054703625,500,0,0.0,0,0.0,500,1.0,0,0,500,1.0,2501,0,0,NOT_AVAILABLE,0,0,500,0,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,1.0,1.0,0.0,0.848499887628066,0.21125701420661502,False,0.00013036593266981358,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.848499887628066,-0.848499887628066,-1.0,0.0,1.0,1.0,False->False,True,EARLY_TERMINAL_LOCK_IN
71,59,False,0.00038349884175353473,0.25731215375740696,-0.2569286549156534,False,0.05034588172676093,500,1,0.002,1,0.002,498,0.996,0,1,499,0.998,2500,0,0,0,2,1,498,1,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.98,1.0,0.01,0.28045750543445985,0.023145351677052894,False,7.853520960407743e-08,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.2800740065927063,-0.2800740065927063,-0.998,0.002,0.996,0.998,False->False,True,EARLY_TERMINAL_LOCK_IN
20,60,False,0.9891000641627222,0.3114903621200885,0.6776097020426337,False,0.002330837481251148,500,498,0.996,2,0.004,0,0.0,0,498,2,0.004,2003,0,0,0,NOT_AVAILABLE,494,0,3,0,NOT_AVAILABLE,0,0,PRIMARY,0.0,0.98,0.0,0.0,1.0,0.9890063646392931,0.6775160025192046,False,0.002330837481251148,500,500,0,0,0,1.0,0.0,0.0,0.0,9.36995234290805e-05,9.36995234290805e-05,-0.0040000000000000036,0.004,0.0,0.004,False->False,True,NO_CLEAR_ROUTING_MECHANISM
53,61,False,0.12546077448291923,0.06364127114156486,0.06181950334135437,False,0.0012135498718073828,500,203,0.406,5,0.01,292,0.584,0,203,297,0.594,2298,0,0,0,208,161,292,5,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,0.92,1.0,0.649991726520821,0.5863504553792562,False,4.171904171915473e-05,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.5245309520379018,-0.5245309520379019,-0.594,0.01,0.584,0.594,False->False,True,L3_FAIL_TERMINAL_DOMINANT
7,62,False,0.6023076929127495,0.5915323282306166,0.010775364682132915,False,0.00983274069735585,500,237,0.474,3,0.006,260,0.52,0,237,263,0.526,2264,0,0,0,240,234,260,2,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,0.6,1.0,0.843486511323978,0.2519541830933614,False,0.0003264206715646647,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.24117881841122846,-0.24117881841122846,-0.526,0.006,0.52,0.526,False->False,True,L3_FAIL_TERMINAL_DOMINANT
58,63,False,0.08158030529412674,0.05376042759918295,0.02781987769494379,False,0.0030902701529277425,500,95,0.19,10,0.02,395,0.79,0,95,405,0.81,2406,0,0,0,105,52,395,10,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,1.0,0.92,0.09119180160861165,0.0374313740094287,False,5.47178518924692e-08,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.009611496314484907,-0.009611496314484907,-0.81,0.02,0.79,0.81,False->False,True,L3_FAIL_TERMINAL_DOMINANT
40,64,False,0.09517191134187244,0.0654952626868435,0.029676648655028948,False,0.004307146587658268,500,91,0.182,8,0.016,401,0.802,0,91,409,0.818,2410,0,0,0,99,65,401,7,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.01,1.0,0.91,0.10421137757594809,0.03871611488910459,False,1.1592980999480806e-07,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.009039466234075644,-0.009039466234075644,-0.8180000000000001,0.016,0.802,0.818,False->False,True,EARLY_TERMINAL_LOCK_IN
89,65,False,0.8175161549095427,0.629948380071823,0.1875677748377197,False,0.0029273642592671082,500,366,0.732,3,0.006,131,0.262,0,366,134,0.268,2135,0,0,0,369,361,131,3,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,0.0,1.0,0.8355330541167879,0.20558467404496494,False,2.181409084279525e-05,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.01801689920724525,-0.01801689920724525,-0.268,0.006,0.262,0.268,False->False,True,NO_CLEAR_ROUTING_MECHANISM
94,66,False,0.3286489685773219,0.30958263194202595,0.019066336635295944,False,0.004748983072789679,500,215,0.43,4,0.008,281,0.562,0,215,285,0.57,2286,0,0,0,219,210,281,4,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,0.81,1.0,0.4030225158406955,0.09343988389866953,False,1.055008800610899e-06,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.07437354726337359,-0.07437354726337359,-0.5700000000000001,0.008,0.562,0.57,False->False,True,L3_FAIL_TERMINAL_DOMINANT
68,67,False,0.8447297914627376,0.8164836108022823,0.028246180660455367,False,0.004015745497831664,500,415,0.83,8,0.016,77,0.154,0,415,85,0.17,2086,0,0,0,423,387,77,7,1,NOT_AVAILABLE,0,0,TERMINAL,0.77,0.2,0.0,0.0,0.99,0.8546327886569206,0.03814917785463834,False,4.199620771599339e-05,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.009902997194182972,-0.009902997194182972,-0.17000000000000004,0.016,0.154,0.17,False->False,True,NO_CLEAR_ROUTING_MECHANISM
48,68,False,0.08214324580918515,0.0682164098294263,0.013926835979758856,False,0.004819793900517587,500,99,0.198,8,0.016,393,0.786,0,99,401,0.802,2402,0,0,0,107,74,393,7,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,1.0,0.96,0.08944283807937137,0.02122642824994507,False,3.444777999334894e-08,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.007299592270186214,-0.007299592270186214,-0.802,0.016,0.786,0.802,False->False,True,L3_FAIL_TERMINAL_DOMINANT
92,69,False,0.34005691361904095,0.33458634522676006,0.005470568392280883,False,0.007256285787697228,500,209,0.418,10,0.02,281,0.562,0,209,291,0.582,2292,0,0,0,219,197,281,10,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,0.81,1.0,0.7193196953834018,0.38473335015664173,False,0.000901809813631711,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.37926278176436085,-0.37926278176436085,-0.5820000000000001,0.02,0.562,0.582,False->False,True,L3_FAIL_TERMINAL_DOMINANT
34,70,False,0.10308907595948177,0.0777895726729848,0.02529950328649698,False,0.005964381040841853,500,81,0.162,6,0.012,413,0.826,0,81,419,0.838,2420,0,0,0,87,73,413,5,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.13,1.0,0.81,0.6796754147640803,0.6018858420910955,False,3.202075849401115e-06,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.5765863388045985,-0.5765863388045985,-0.838,0.012,0.826,0.838,False->False,True,EARLY_TERMINAL_LOCK_IN
72,71,False,0.04944941325403732,0.04220340117921475,0.007246012074822568,False,0.01714463300571257,500,46,0.092,3,0.006,451,0.902,0,46,454,0.908,2455,0,0,0,49,45,451,2,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.51,1.0,0.46,0.6408874605084507,0.598684059329236,False,0.0011658982036997876,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.5914380472544134,-0.5914380472544134,-0.908,0.006,0.902,0.908,False->False,True,EARLY_TERMINAL_LOCK_IN
17,72,False,0.0,0.32277050574166705,-0.32277050574166705,False,0.03610510764037802,500,0,0.0,0,0.0,500,1.0,0,0,500,1.0,2501,0,0,NOT_AVAILABLE,0,0,500,0,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,1.0,1.0,0.0,0.9970402950658835,0.6742697893242164,False,0.00743702825605017,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.9970402950658835,-0.9970402950658834,-1.0,0.0,1.0,1.0,False->False,True,EARLY_TERMINAL_LOCK_IN
32,73,False,0.11672101517492285,0.08149464014147739,0.03522637503344546,False,0.000749303159503741,500,137,0.274,6,0.012,357,0.714,0,137,363,0.726,2364,0,0,0,143,78,357,6,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,1.0,0.96,0.12943941711641482,0.04794477697493743,False,1.6348572962744284e-10,500,449,51,0,0,0.898,0.102,0.0,0.0,-0.012718401941491972,-0.012718401941491972,-0.624,-0.09,0.714,0.726,False->False,True,L3_FAIL_TERMINAL_DOMINANT
62,74,False,0.054369631975964026,0.04191883152716365,0.012450800448800377,False,0.010268654290861193,500,54,0.108,6,0.012,440,0.88,0,54,446,0.892,2447,0,0,0,60,39,440,5,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.4,1.0,0.54,0.07124711662420243,0.029328285097038775,False,4.119544732287247e-09,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.0168774846482384,-0.0168774846482384,-0.892,0.012,0.88,0.892,False->False,True,EARLY_TERMINAL_LOCK_IN
41,75,False,0.09705327526011966,0.06335974034568381,0.033693534914435844,False,0.002701951228003679,500,107,0.214,2,0.004,391,0.782,0,107,393,0.786,2394,0,0,0,109,86,391,2,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,1.0,0.99,0.10561971240443055,0.042259972058746736,False,5.524088981800035e-10,500,499,1,0,0,0.998,0.002,0.0,0.0,-0.008566437144310893,-0.008566437144310893,-0.784,0.002,0.782,0.786,False->False,True,L3_FAIL_TERMINAL_DOMINANT
52,76,False,0.0,0.08313199857229012,-0.08313199857229012,False,0.06027039179754706,500,0,0.0,0,0.0,500,1.0,0,0,500,1.0,2501,0,0,NOT_AVAILABLE,0,0,500,0,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,1.0,1.0,0.0,0.7320818250978663,0.6489498265255762,False,6.481911413717012e-05,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.7320818250978663,-0.7320818250978663,-1.0,0.0,1.0,1.0,False->False,True,EARLY_TERMINAL_LOCK_IN
64,77,False,0.9999974675242372,0.9913180345075512,0.008679433016686056,False,0.013923167038301522,500,490,0.98,10,0.02,0,0.0,0,490,10,0.02,2011,0,0,0,NOT_AVAILABLE,405,0,10,0,NOT_AVAILABLE,0,0,PRIMARY,0.0,0.9,0.0,0.0,1.0,0.9998134267856936,0.008495392278142444,False,0.013923167038301522,500,500,0,0,0,1.0,0.0,0.0,0.0,0.00018404073854361158,0.00018404073854361158,-0.020000000000000018,0.02,0.0,0.02,False->False,True,NO_CLEAR_ROUTING_MECHANISM
22,78,True,0.29803097149513336,0.2782752962359996,0.019755675259133743,False,0.006702179509416594,500,185,0.37,7,0.014,308,0.616,0,185,315,0.63,2316,0,0,0,192,175,308,7,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,1.0,1.0,0.31135306025764464,0.03307776402164503,True,-3.3954472705710614e-09,412,410,1,0,0,0.9951456310679612,0.0024271844660194173,0.0,0.0,-0.013322088762511286,-0.013322088762511286,-0.6251456310679612,0.011572815533980582,0.616,0.63,True->False,True,L3_FAIL_TERMINAL_DOMINANT
84,79,False,0.0,0.21395248551740947,-0.21395248551740947,False,0.03823282118853804,500,0,0.0,0,0.0,500,1.0,0,0,500,1.0,2501,0,0,NOT_AVAILABLE,0,0,500,0,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,1.0,1.0,0.0,0.25018056172053804,0.03622807620312857,False,1.1680331988075943e-08,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.25018056172053804,-0.25018056172053804,-1.0,0.0,1.0,1.0,False->False,True,EARLY_TERMINAL_LOCK_IN
11,80,False,0.8478708568719493,0.8286661892389021,0.01920466763304718,False,0.007066806768844623,500,390,0.78,10,0.02,100,0.2,0,390,110,0.22,2111,0,0,0,400,360,100,9,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,0.0,1.0,0.8548473234669791,0.026181134228076997,False,9.114815362607836e-06,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.006976466595029818,-0.006976466595029818,-0.21999999999999997,0.02,0.2,0.22,False->False,True,NO_CLEAR_ROUTING_MECHANISM
57,81,True,0.0,0.04511304319909211,-0.04511304319909211,False,0.04307437714349658,500,0,0.0,0,0.0,500,1.0,0,0,500,1.0,2501,0,0,NOT_AVAILABLE,0,0,500,0,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,1.0,1.0,0.0,0.09784428984087212,0.052731246641780014,True,-4.850638484626968e-10,394,392,1,0,0,0.9949238578680203,0.0025380710659898475,0.0,0.0,-0.09784428984087212,-0.09784428984087212,-0.9949238578680203,-0.0025380710659898475,1.0,1.0,True->False,True,EARLY_TERMINAL_LOCK_IN
1,82,False,0.22520041424418513,0.19609078788421636,0.029109626359968777,False,0.0020947505580288734,500,180,0.36,16,0.032,304,0.608,0,180,320,0.64,2321,0,0,0,196,129,304,16,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,1.0,1.0,0.8610276341312545,0.6649368462470382,False,0.0006076909405652825,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.6358272198870694,-0.6358272198870694,-0.64,0.032,0.608,0.64,False->False,True,L3_FAIL_TERMINAL_DOMINANT
46,83,False,0.0994369589621231,0.06191435452418177,0.03752260443794132,False,0.0025748434736822968,500,192,0.384,36,0.072,272,0.544,0,192,308,0.616,2309,0,0,0,228,106,272,36,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.0,0.72,0.99,0.10195238716077926,0.040038032636597484,False,1.794725474710962e-07,500,500,0,0,0,1.0,0.0,0.0,0.0,-0.002515428198656161,-0.002515428198656161,-0.616,0.072,0.544,0.616,False->False,True,L3_FAIL_TERMINAL_DOMINANT
77,84,False,0.00032396422925441937,0.2430217316728886,-0.24269776744363417,False,0.033638315000083956,500,1,0.002,1,0.002,498,0.996,0,1,499,0.998,2500,0,0,0,2,1,498,1,1,NOT_AVAILABLE,0,0,TERMINAL,1.0,0.0,0.98,1.0,0.01,0.5920429610169735,0.3490212293440849,False,2.6465704655198217e-07,500,490,10,0,0,0.98,0.02,0.0,0.0,-0.5917189967877191,-0.5917189967877191,-0.978,-0.018000000000000002,0.996,0.998,False->False,True,EARLY_TERMINAL_LOCK_IN
