candidate_id,dataset_family,scene_name,source_provenance_confirmed,license_source_metadata_available,gsplat_checkpoint_locally_available,checkpoint_format_directly_parseable,camera_coordinate_metadata_available,metric_scale_available,navigable_free_space_volume_exists,static_scene,independent_geometry_available,different_dataset_family,different_reconstruction_pipeline,bounded_storage_compute_cost,selection_score,selection_rank,notes
local-documents-25-849a259a4209,unknown,25,0,0,2,0,0,0,0,0,0,0,0,1,3,64,Score uses pre-execution metadata only.
local-documents-25-dc5af4ca1185,unknown,25,0,0,2,0,0,0,0,0,0,0,0,1,3,65,Score uses pre-execution metadata only.
local-documents-26-0cbc491e7be0,unknown,26,0,0,2,0,0,0,0,0,0,0,0,1,3,66,Score uses pre-execution metadata only.
local-documents-26-1bd35664e36f,unknown,26,0,0,2,0,0,0,0,0,0,0,0,1,3,67,Score uses pre-execution metadata only.
local-documents-26-2d93ca93ed7c,unknown,26,0,0,2,0,0,0,0,0,0,0,0,1,3,68,Score uses pre-execution metadata only.
local-documents-27-62f4e5768c45,unknown,27,0,0,2,0,0,0,0,0,0,0,0,1,3,69,Score uses pre-execution metadata only.
local-documents-27-672b47aefdac,unknown,27,0,0,2,0,0,0,0,0,0,0,0,1,3,70,Score uses pre-execution metadata only.
local-documents-27-fd427c85c153,unknown,27,0,0,2,0,0,0,0,0,0,0,0,1,3,71,Score uses pre-execution metadata only.
local-documents-28-856175fdf161,unknown,28,0,0,2,0,0,0,0,0,0,0,0,1,3,72,Score uses pre-execution metadata only.
local-documents-28-8c0ad59f4500,unknown,28,0,0,2,0,0,0,0,0,0,0,0,1,3,73,Score uses pre-execution metadata only.
local-documents-28-9a15b0679149,unknown,28,0,0,2,0,0,0,0,0,0,0,0,1,3,74,Score uses pre-execution metadata only.
local-documents-29-3112adfa4282,unknown,29,0,0,2,0,0,0,0,0,0,0,0,1,3,75,Score uses pre-execution metadata only.
local-documents-29-3921b1592092,unknown,29,0,0,2,0,0,0,0,0,0,0,0,1,3,76,Score uses pre-execution metadata only.
local-documents-29-40f513f4e77d,unknown,29,0,0,2,0,0,0,0,0,0,0,0,1,3,77,Score uses pre-execution metadata only.
local-documents-3-102013d42bab,unknown,3,0,0,2,0,0,0,0,0,0,0,0,1,3,78,Score uses pre-execution metadata only.
local-documents-3-2f5b7219eaba,unknown,3,0,0,2,0,0,0,0,0,0,0,0,1,3,79,Score uses pre-execution metadata only.
local-documents-3-a9a207a6adf1,unknown,3,0,0,2,0,0,0,0,0,0,0,0,1,3,80,Score uses pre-execution metadata only.
local-documents-30-259e3a74ea60,unknown,30,0,0,2,0,0,0,0,0,0,0,0,1,3,81,Score uses pre-execution metadata only.
local-documents-30-6d8d9d481d8d,unknown,30,0,0,2,0,0,0,0,0,0,0,0,1,3,82,Score uses pre-execution metadata only.
local-documents-30-ddd75df6637e,unknown,30,0,0,2,0,0,0,0,0,0,0,0,1,3,83,Score uses pre-execution metadata only.
local-documents-31-54e62481addc,unknown,31,0,0,2,0,0,0,0,0,0,0,0,1,3,84,Score uses pre-execution metadata only.
local-documents-31-64ac2b799a1c,unknown,31,0,0,2,0,0,0,0,0,0,0,0,1,3,85,Score uses pre-execution metadata only.
local-documents-31-a62066e6b4fe,unknown,31,0,0,2,0,0,0,0,0,0,0,0,1,3,86,Score uses pre-execution metadata only.
local-documents-32-7aa46225d8fb,unknown,32,0,0,2,0,0,0,0,0,0,0,0,1,3,87,Score uses pre-execution metadata only.
local-documents-32-9cacb4eaee09,unknown,32,0,0,2,0,0,0,0,0,0,0,0,1,3,88,Score uses pre-execution metadata only.
local-documents-32-a7dc82fd5cc7,unknown,32,0,0,2,0,0,0,0,0,0,0,0,1,3,89,Score uses pre-execution metadata only.
local-documents-33-127b5e323778,unknown,33,0,0,2,0,0,0,0,0,0,0,0,1,3,90,Score uses pre-execution metadata only.
local-documents-33-6916efdd0ab7,unknown,33,0,0,2,0,0,0,0,0,0,0,0,1,3,91,Score uses pre-execution metadata only.
local-documents-33-9fe30f74bf8d,unknown,33,0,0,2,0,0,0,0,0,0,0,0,1,3,92,Score uses pre-execution metadata only.
local-documents-34-5ff05cd215e6,unknown,34,0,0,2,0,0,0,0,0,0,0,0,1,3,93,Score uses pre-execution metadata only.
local-documents-34-6bd9fe4a8b4a,unknown,34,0,0,2,0,0,0,0,0,0,0,0,1,3,94,Score uses pre-execution metadata only.
local-documents-34-7425a4d394a9,unknown,34,0,0,2,0,0,0,0,0,0,0,0,1,3,95,Score uses pre-execution metadata only.
local-documents-35-21d54e408188,unknown,35,0,0,2,0,0,0,0,0,0,0,0,1,3,96,Score uses pre-execution metadata only.
local-documents-35-39f058762f27,unknown,35,0,0,2,0,0,0,0,0,0,0,0,1,3,97,Score uses pre-execution metadata only.
local-documents-35-3ce9e494fc06,unknown,35,0,0,2,0,0,0,0,0,0,0,0,1,3,98,Score uses pre-execution metadata only.
local-documents-36-7343c5360950,unknown,36,0,0,2,0,0,0,0,0,0,0,0,1,3,99,Score uses pre-execution metadata only.
local-documents-36-96c7a7ded989,unknown,36,0,0,2,0,0,0,0,0,0,0,0,1,3,100,Score uses pre-execution metadata only.
local-documents-36-a669b942f925,unknown,36,0,0,2,0,0,0,0,0,0,0,0,1,3,101,Score uses pre-execution metadata only.
local-documents-37-39be977889ae,unknown,37,0,0,2,0,0,0,0,0,0,0,0,1,3,102,Score uses pre-execution metadata only.
local-documents-37-6d9b475a565b,unknown,37,0,0,2,0,0,0,0,0,0,0,0,1,3,103,Score uses pre-execution metadata only.
local-documents-37-e189806475f6,unknown,37,0,0,2,0,0,0,0,0,0,0,0,1,3,104,Score uses pre-execution metadata only.
local-documents-38-3ce530bf4d7e,unknown,38,0,0,2,0,0,0,0,0,0,0,0,1,3,105,Score uses pre-execution metadata only.
local-documents-38-4cd12b8ae88f,unknown,38,0,0,2,0,0,0,0,0,0,0,0,1,3,106,Score uses pre-execution metadata only.
local-documents-38-fafa20172b5a,unknown,38,0,0,2,0,0,0,0,0,0,0,0,1,3,107,Score uses pre-execution metadata only.
local-documents-39-05c68e53e0e0,unknown,39,0,0,2,0,0,0,0,0,0,0,0,1,3,108,Score uses pre-execution metadata only.
local-documents-39-0c45a864d6d2,unknown,39,0,0,2,0,0,0,0,0,0,0,0,1,3,109,Score uses pre-execution metadata only.
local-documents-39-cf4fccd5f972,unknown,39,0,0,2,0,0,0,0,0,0,0,0,1,3,110,Score uses pre-execution metadata only.
local-documents-4-1854cb8f11ce,unknown,4,0,0,2,0,0,0,0,0,0,0,0,1,3,111,Score uses pre-execution metadata only.
local-documents-4-28c7fb2fbb48,unknown,4,0,0,2,0,0,0,0,0,0,0,0,1,3,112,Score uses pre-execution metadata only.
local-documents-4-b7e9448f6f27,unknown,4,0,0,2,0,0,0,0,0,0,0,0,1,3,113,Score uses pre-execution metadata only.
local-documents-40-2fe42a19a7a9,unknown,40,0,0,2,0,0,0,0,0,0,0,0,1,3,114,Score uses pre-execution metadata only.
local-documents-40-7fda428a3e7e,unknown,40,0,0,2,0,0,0,0,0,0,0,0,1,3,115,Score uses pre-execution metadata only.
local-documents-40-bc29433d19a7,unknown,40,0,0,2,0,0,0,0,0,0,0,0,1,3,116,Score uses pre-execution metadata only.
local-documents-5-8c44ea435878,unknown,5,0,0,2,0,0,0,0,0,0,0,0,1,3,117,Score uses pre-execution metadata only.
local-documents-5-8ee5fe76f452,unknown,5,0,0,2,0,0,0,0,0,0,0,0,1,3,118,Score uses pre-execution metadata only.
local-documents-5-bc82ed128366,unknown,5,0,0,2,0,0,0,0,0,0,0,0,1,3,119,Score uses pre-execution metadata only.
local-documents-6-607d3a85ff16,unknown,6,0,0,2,0,0,0,0,0,0,0,0,1,3,120,Score uses pre-execution metadata only.
local-documents-6-ab77086eea32,unknown,6,0,0,2,0,0,0,0,0,0,0,0,1,3,121,Score uses pre-execution metadata only.
local-documents-6-f87528c0caf3,unknown,6,0,0,2,0,0,0,0,0,0,0,0,1,3,122,Score uses pre-execution metadata only.
local-documents-7-3e925dba2bde,unknown,7,0,0,2,0,0,0,0,0,0,0,0,1,3,123,Score uses pre-execution metadata only.
local-documents-7-5fcf6ef401c7,unknown,7,0,0,2,0,0,0,0,0,0,0,0,1,3,124,Score uses pre-execution metadata only.
local-documents-7-949908da57dd,unknown,7,0,0,2,0,0,0,0,0,0,0,0,1,3,125,Score uses pre-execution metadata only.
local-documents-8-3b90915bb347,unknown,8,0,0,2,0,0,0,0,0,0,0,0,1,3,126,Score uses pre-execution metadata only.
local-documents-8-5013b576bc64,unknown,8,0,0,2,0,0,0,0,0,0,0,0,1,3,127,Score uses pre-execution metadata only.
local-documents-8-ac2aa700be74,unknown,8,0,0,2,0,0,0,0,0,0,0,0,1,3,128,Score uses pre-execution metadata only.
local-documents-9-7ee40cf180c8,unknown,9,0,0,2,0,0,0,0,0,0,0,0,1,3,129,Score uses pre-execution metadata only.
local-documents-9-d279e79ca86e,unknown,9,0,0,2,0,0,0,0,0,0,0,0,1,3,130,Score uses pre-execution metadata only.
local-documents-9-d29ed4e22b7e,unknown,9,0,0,2,0,0,0,0,0,0,0,0,1,3,131,Score uses pre-execution metadata only.
local-documents-esp为10-c15fbfc7c53d,unknown,esp为10,0,0,2,0,0,0,0,0,0,0,0,1,3,132,Score uses pre-execution metadata only.
local-documents-esp为15（此版本目前最好）-18a4229ec347,unknown,esp为15（此版本目前最好）,0,0,2,0,0,0,0,0,0,0,0,1,3,133,Score uses pre-execution metadata only.
local-documents-esp为20-0c4ec497a482,unknown,esp为20,0,0,2,0,0,0,0,0,0,0,0,1,3,134,Score uses pre-execution metadata only.
local-documents-esp为8.0（导致左边部分被裁）-91f859beeaf0,unknown,esp为8.0（导致左边部分被裁）,0,0,2,0,0,0,0,0,0,0,0,1,3,135,Score uses pre-execution metadata only.
local-documents-nerfstudio_models-04f2eff5f427,unknown,nerfstudio_models,0,0,2,0,0,0,0,0,0,0,0,1,3,136,Score uses pre-execution metadata only.
local-desktop-new folder-f9b63010f7e7,unknown,New Folder,0,0,2,0,0,0,0,0,0,0,0,1,3,137,Score uses pre-execution metadata only.
local-documents-new folder-a54af00d93a4,unknown,New Folder,0,0,2,0,0,0,0,0,0,0,0,1,3,138,Score uses pre-execution metadata only.
local-desktop-new folder10-bcbc5c757d61,unknown,New Folder10,0,0,2,0,0,0,0,0,0,0,0,1,3,139,Score uses pre-execution metadata only.
local-documents-new folder10-6019ab86099d,unknown,New Folder10,0,0,2,0,0,0,0,0,0,0,0,1,3,140,Score uses pre-execution metadata only.
local-desktop-new folder100-42f0e27c8096,unknown,New Folder100,0,0,2,0,0,0,0,0,0,0,0,1,3,141,Score uses pre-execution metadata only.
local-documents-new folder100-fb1272a4756a,unknown,New Folder100,0,0,2,0,0,0,0,0,0,0,0,1,3,142,Score uses pre-execution metadata only.
local-desktop-new folder101-6f98f119d0c1,unknown,New Folder101,0,0,2,0,0,0,0,0,0,0,0,1,3,143,Score uses pre-execution metadata only.
local-documents-new folder101-2c58cf808c25,unknown,New Folder101,0,0,2,0,0,0,0,0,0,0,0,1,3,144,Score uses pre-execution metadata only.
local-desktop-new folder102-26a2361b2485,unknown,New Folder102,0,0,2,0,0,0,0,0,0,0,0,1,3,145,Score uses pre-execution metadata only.
local-documents-new folder102-d0f7c12443da,unknown,New Folder102,0,0,2,0,0,0,0,0,0,0,0,1,3,146,Score uses pre-execution metadata only.
local-desktop-new folder103-1dcbfbb39d61,unknown,New Folder103,0,0,2,0,0,0,0,0,0,0,0,1,3,147,Score uses pre-execution metadata only.
local-documents-new folder103-baa7c5434126,unknown,New Folder103,0,0,2,0,0,0,0,0,0,0,0,1,3,148,Score uses pre-execution metadata only.
local-desktop-new folder104-8ff3a20b6c96,unknown,New Folder104,0,0,2,0,0,0,0,0,0,0,0,1,3,149,Score uses pre-execution metadata only.
local-documents-new folder104-22f120605b8d,unknown,New Folder104,0,0,2,0,0,0,0,0,0,0,0,1,3,150,Score uses pre-execution metadata only.
local-desktop-new folder105-ba201501c725,unknown,New Folder105,0,0,2,0,0,0,0,0,0,0,0,1,3,151,Score uses pre-execution metadata only.
local-documents-new folder105-278026fa894b,unknown,New Folder105,0,0,2,0,0,0,0,0,0,0,0,1,3,152,Score uses pre-execution metadata only.
local-desktop-new folder106-bbafe39b9bb8,unknown,New Folder106,0,0,2,0,0,0,0,0,0,0,0,1,3,153,Score uses pre-execution metadata only.
local-documents-new folder106-39b6da1a3d3c,unknown,New Folder106,0,0,2,0,0,0,0,0,0,0,0,1,3,154,Score uses pre-execution metadata only.
local-desktop-new folder107-fd29ba2d3dfd,unknown,New Folder107,0,0,2,0,0,0,0,0,0,0,0,1,3,155,Score uses pre-execution metadata only.
local-documents-new folder107-6755f29d5b0a,unknown,New Folder107,0,0,2,0,0,0,0,0,0,0,0,1,3,156,Score uses pre-execution metadata only.
local-desktop-new folder108-7eeff8c98b2a,unknown,New Folder108,0,0,2,0,0,0,0,0,0,0,0,1,3,157,Score uses pre-execution metadata only.
local-documents-new folder108-bc9d74c087c0,unknown,New Folder108,0,0,2,0,0,0,0,0,0,0,0,1,3,158,Score uses pre-execution metadata only.
local-desktop-new folder109-f6e78b060c77,unknown,New Folder109,0,0,2,0,0,0,0,0,0,0,0,1,3,159,Score uses pre-execution metadata only.
local-documents-new folder109-89c99e1e4f9d,unknown,New Folder109,0,0,2,0,0,0,0,0,0,0,0,1,3,160,Score uses pre-execution metadata only.
local-desktop-new folder11-a8d89e5232a5,unknown,New Folder11,0,0,2,0,0,0,0,0,0,0,0,1,3,161,Score uses pre-execution metadata only.
local-documents-new folder11-11c0c50698e9,unknown,New Folder11,0,0,2,0,0,0,0,0,0,0,0,1,3,162,Score uses pre-execution metadata only.
local-desktop-new folder110-cf4a36deb776,unknown,New Folder110,0,0,2,0,0,0,0,0,0,0,0,1,3,163,Score uses pre-execution metadata only.
local-documents-new folder110-8ea96c5ab6ba,unknown,New Folder110,0,0,2,0,0,0,0,0,0,0,0,1,3,164,Score uses pre-execution metadata only.
local-desktop-new folder111-348b1096391b,unknown,New Folder111,0,0,2,0,0,0,0,0,0,0,0,1,3,165,Score uses pre-execution metadata only.
local-documents-new folder111-3d0336fe0535,unknown,New Folder111,0,0,2,0,0,0,0,0,0,0,0,1,3,166,Score uses pre-execution metadata only.
local-desktop-new folder112-5cf58e592a7d,unknown,New Folder112,0,0,2,0,0,0,0,0,0,0,0,1,3,167,Score uses pre-execution metadata only.
local-documents-new folder112-2447559981a3,unknown,New Folder112,0,0,2,0,0,0,0,0,0,0,0,1,3,168,Score uses pre-execution metadata only.
local-desktop-new folder113-bcc6d2d2cebb,unknown,New Folder113,0,0,2,0,0,0,0,0,0,0,0,1,3,169,Score uses pre-execution metadata only.
local-documents-new folder113-7e9574c81f26,unknown,New Folder113,0,0,2,0,0,0,0,0,0,0,0,1,3,170,Score uses pre-execution metadata only.
local-desktop-new folder114-6f4ac2c02287,unknown,New Folder114,0,0,2,0,0,0,0,0,0,0,0,1,3,171,Score uses pre-execution metadata only.
local-documents-new folder114-fdfb24306331,unknown,New Folder114,0,0,2,0,0,0,0,0,0,0,0,1,3,172,Score uses pre-execution metadata only.
local-desktop-new folder115-19cf0c075cf8,unknown,New Folder115,0,0,2,0,0,0,0,0,0,0,0,1,3,173,Score uses pre-execution metadata only.
local-documents-new folder115-caa1350a45aa,unknown,New Folder115,0,0,2,0,0,0,0,0,0,0,0,1,3,174,Score uses pre-execution metadata only.
local-desktop-new folder116-2de328269e62,unknown,New Folder116,0,0,2,0,0,0,0,0,0,0,0,1,3,175,Score uses pre-execution metadata only.
local-documents-new folder116-1ea97f4f7e68,unknown,New Folder116,0,0,2,0,0,0,0,0,0,0,0,1,3,176,Score uses pre-execution metadata only.
local-desktop-new folder117-d65731e00d4d,unknown,New Folder117,0,0,2,0,0,0,0,0,0,0,0,1,3,177,Score uses pre-execution metadata only.
local-documents-new folder117-514d7985f524,unknown,New Folder117,0,0,2,0,0,0,0,0,0,0,0,1,3,178,Score uses pre-execution metadata only.
local-desktop-new folder118-d801d4d5879d,unknown,New Folder118,0,0,2,0,0,0,0,0,0,0,0,1,3,179,Score uses pre-execution metadata only.
local-documents-new folder118-9f221dbf8b5c,unknown,New Folder118,0,0,2,0,0,0,0,0,0,0,0,1,3,180,Score uses pre-execution metadata only.
local-desktop-new folder119-4e7e843706ba,unknown,New Folder119,0,0,2,0,0,0,0,0,0,0,0,1,3,181,Score uses pre-execution metadata only.
local-documents-new folder119-bd2b94a35c8b,unknown,New Folder119,0,0,2,0,0,0,0,0,0,0,0,1,3,182,Score uses pre-execution metadata only.
local-desktop-new folder12-7f1cc5562720,unknown,New Folder12,0,0,2,0,0,0,0,0,0,0,0,1,3,183,Score uses pre-execution metadata only.
local-documents-new folder12-51b9c7a4e4d6,unknown,New Folder12,0,0,2,0,0,0,0,0,0,0,0,1,3,184,Score uses pre-execution metadata only.
local-desktop-new folder120-174f624c2b17,unknown,New Folder120,0,0,2,0,0,0,0,0,0,0,0,1,3,185,Score uses pre-execution metadata only.
local-documents-new folder120-f9e8446a1d00,unknown,New Folder120,0,0,2,0,0,0,0,0,0,0,0,1,3,186,Score uses pre-execution metadata only.
local-desktop-new folder121-6e9641ff6956,unknown,New Folder121,0,0,2,0,0,0,0,0,0,0,0,1,3,187,Score uses pre-execution metadata only.
local-documents-new folder121-c43e15e31286,unknown,New Folder121,0,0,2,0,0,0,0,0,0,0,0,1,3,188,Score uses pre-execution metadata only.
local-desktop-new folder122-f12284afa24a,unknown,New Folder122,0,0,2,0,0,0,0,0,0,0,0,1,3,189,Score uses pre-execution metadata only.
local-documents-new folder122-44e32dc2b257,unknown,New Folder122,0,0,2,0,0,0,0,0,0,0,0,1,3,190,Score uses pre-execution metadata only.
local-desktop-new folder123-336f3f03efc9,unknown,New Folder123,0,0,2,0,0,0,0,0,0,0,0,1,3,191,Score uses pre-execution metadata only.
local-documents-new folder123-09bb76f17292,unknown,New Folder123,0,0,2,0,0,0,0,0,0,0,0,1,3,192,Score uses pre-execution metadata only.
local-desktop-new folder124-e35d890cf221,unknown,New Folder124,0,0,2,0,0,0,0,0,0,0,0,1,3,193,Score uses pre-execution metadata only.
local-documents-new folder124-f643166bc804,unknown,New Folder124,0,0,2,0,0,0,0,0,0,0,0,1,3,194,Score uses pre-execution metadata only.
local-desktop-new folder125-58f2e3095320,unknown,New Folder125,0,0,2,0,0,0,0,0,0,0,0,1,3,195,Score uses pre-execution metadata only.
local-documents-new folder125-fa7057dac96a,unknown,New Folder125,0,0,2,0,0,0,0,0,0,0,0,1,3,196,Score uses pre-execution metadata only.
local-desktop-new folder126-c9fdbd0aca37,unknown,New Folder126,0,0,2,0,0,0,0,0,0,0,0,1,3,197,Score uses pre-execution metadata only.
local-documents-new folder126-a3c271c5b4fc,unknown,New Folder126,0,0,2,0,0,0,0,0,0,0,0,1,3,198,Score uses pre-execution metadata only.
local-desktop-new folder127-b1e8bda34dc7,unknown,New Folder127,0,0,2,0,0,0,0,0,0,0,0,1,3,199,Score uses pre-execution metadata only.
local-documents-new folder127-365aad505936,unknown,New Folder127,0,0,2,0,0,0,0,0,0,0,0,1,3,200,Score uses pre-execution metadata only.
local-desktop-new folder128-eea557eeed31,unknown,New Folder128,0,0,2,0,0,0,0,0,0,0,0,1,3,201,Score uses pre-execution metadata only.
local-documents-new folder128-fa398999307d,unknown,New Folder128,0,0,2,0,0,0,0,0,0,0,0,1,3,202,Score uses pre-execution metadata only.
local-desktop-new folder129-54a67804bda2,unknown,New Folder129,0,0,2,0,0,0,0,0,0,0,0,1,3,203,Score uses pre-execution metadata only.
local-documents-new folder129-ff213cdb18da,unknown,New Folder129,0,0,2,0,0,0,0,0,0,0,0,1,3,204,Score uses pre-execution metadata only.
local-desktop-new folder13-2d23e7dfc201,unknown,New Folder13,0,0,2,0,0,0,0,0,0,0,0,1,3,205,Score uses pre-execution metadata only.
local-documents-new folder13-12d5c3f31fa7,unknown,New Folder13,0,0,2,0,0,0,0,0,0,0,0,1,3,206,Score uses pre-execution metadata only.
local-desktop-new folder130-1f4c0e455351,unknown,New Folder130,0,0,2,0,0,0,0,0,0,0,0,1,3,207,Score uses pre-execution metadata only.
local-documents-new folder130-d1e7a76b57d3,unknown,New Folder130,0,0,2,0,0,0,0,0,0,0,0,1,3,208,Score uses pre-execution metadata only.
local-desktop-new folder131-c46b2eae6dbe,unknown,New Folder131,0,0,2,0,0,0,0,0,0,0,0,1,3,209,Score uses pre-execution metadata only.
local-documents-new folder131-07aca757a769,unknown,New Folder131,0,0,2,0,0,0,0,0,0,0,0,1,3,210,Score uses pre-execution metadata only.
local-desktop-new folder132-6a3b01ec5aee,unknown,New Folder132,0,0,2,0,0,0,0,0,0,0,0,1,3,211,Score uses pre-execution metadata only.
local-documents-new folder132-09729297fe77,unknown,New Folder132,0,0,2,0,0,0,0,0,0,0,0,1,3,212,Score uses pre-execution metadata only.
local-desktop-new folder133-7013c13e4d95,unknown,New Folder133,0,0,2,0,0,0,0,0,0,0,0,1,3,213,Score uses pre-execution metadata only.
local-documents-new folder133-db05a7cebe0d,unknown,New Folder133,0,0,2,0,0,0,0,0,0,0,0,1,3,214,Score uses pre-execution metadata only.
local-desktop-new folder134-da645595a391,unknown,New Folder134,0,0,2,0,0,0,0,0,0,0,0,1,3,215,Score uses pre-execution metadata only.
local-documents-new folder134-6fe8b94327c2,unknown,New Folder134,0,0,2,0,0,0,0,0,0,0,0,1,3,216,Score uses pre-execution metadata only.
local-desktop-new folder135-7a5deb761f83,unknown,New Folder135,0,0,2,0,0,0,0,0,0,0,0,1,3,217,Score uses pre-execution metadata only.
local-documents-new folder135-0d1efa077580,unknown,New Folder135,0,0,2,0,0,0,0,0,0,0,0,1,3,218,Score uses pre-execution metadata only.
local-desktop-new folder136-6a395815a67c,unknown,New Folder136,0,0,2,0,0,0,0,0,0,0,0,1,3,219,Score uses pre-execution metadata only.
local-documents-new folder136-351a7d5dea08,unknown,New Folder136,0,0,2,0,0,0,0,0,0,0,0,1,3,220,Score uses pre-execution metadata only.
local-desktop-new folder137-38fc9a11d23b,unknown,New Folder137,0,0,2,0,0,0,0,0,0,0,0,1,3,221,Score uses pre-execution metadata only.
local-documents-new folder137-fa6b7110cb7c,unknown,New Folder137,0,0,2,0,0,0,0,0,0,0,0,1,3,222,Score uses pre-execution metadata only.
local-desktop-new folder138-699ada9b4ded,unknown,New Folder138,0,0,2,0,0,0,0,0,0,0,0,1,3,223,Score uses pre-execution metadata only.
local-documents-new folder138-7d6657b144a9,unknown,New Folder138,0,0,2,0,0,0,0,0,0,0,0,1,3,224,Score uses pre-execution metadata only.
local-desktop-new folder139-eb81d39df327,unknown,New Folder139,0,0,2,0,0,0,0,0,0,0,0,1,3,225,Score uses pre-execution metadata only.
local-documents-new folder139-c4eb3c5215c7,unknown,New Folder139,0,0,2,0,0,0,0,0,0,0,0,1,3,226,Score uses pre-execution metadata only.
local-desktop-new folder14-d9978e19d3d3,unknown,New Folder14,0,0,2,0,0,0,0,0,0,0,0,1,3,227,Score uses pre-execution metadata only.
local-documents-new folder14-14799c7b7b70,unknown,New Folder14,0,0,2,0,0,0,0,0,0,0,0,1,3,228,Score uses pre-execution metadata only.
local-desktop-new folder140-19530a01ed8c,unknown,New Folder140,0,0,2,0,0,0,0,0,0,0,0,1,3,229,Score uses pre-execution metadata only.
local-documents-new folder140-7e3c15ca25ca,unknown,New Folder140,0,0,2,0,0,0,0,0,0,0,0,1,3,230,Score uses pre-execution metadata only.
local-desktop-new folder141-46f580037439,unknown,New Folder141,0,0,2,0,0,0,0,0,0,0,0,1,3,231,Score uses pre-execution metadata only.
local-documents-new folder141-4e9aa070e2e1,unknown,New Folder141,0,0,2,0,0,0,0,0,0,0,0,1,3,232,Score uses pre-execution metadata only.
local-desktop-new folder142-9c074f3d7288,unknown,New Folder142,0,0,2,0,0,0,0,0,0,0,0,1,3,233,Score uses pre-execution metadata only.
local-documents-new folder142-094ed082c191,unknown,New Folder142,0,0,2,0,0,0,0,0,0,0,0,1,3,234,Score uses pre-execution metadata only.
local-desktop-new folder143-50d1ff945182,unknown,New Folder143,0,0,2,0,0,0,0,0,0,0,0,1,3,235,Score uses pre-execution metadata only.
local-documents-new folder143-e61449965871,unknown,New Folder143,0,0,2,0,0,0,0,0,0,0,0,1,3,236,Score uses pre-execution metadata only.
local-desktop-new folder144-284a5cd47510,unknown,New Folder144,0,0,2,0,0,0,0,0,0,0,0,1,3,237,Score uses pre-execution metadata only.
local-documents-new folder144-a73bf9e319b8,unknown,New Folder144,0,0,2,0,0,0,0,0,0,0,0,1,3,238,Score uses pre-execution metadata only.
local-desktop-new folder145-54197091953a,unknown,New Folder145,0,0,2,0,0,0,0,0,0,0,0,1,3,239,Score uses pre-execution metadata only.
local-documents-new folder145-89ddab2f2464,unknown,New Folder145,0,0,2,0,0,0,0,0,0,0,0,1,3,240,Score uses pre-execution metadata only.
local-desktop-new folder146-ef466fb441c0,unknown,New Folder146,0,0,2,0,0,0,0,0,0,0,0,1,3,241,Score uses pre-execution metadata only.
local-documents-new folder146-da6e75ed431b,unknown,New Folder146,0,0,2,0,0,0,0,0,0,0,0,1,3,242,Score uses pre-execution metadata only.
local-desktop-new folder147-f4eb385b6fb8,unknown,New Folder147,0,0,2,0,0,0,0,0,0,0,0,1,3,243,Score uses pre-execution metadata only.
local-documents-new folder147-1934b4682f33,unknown,New Folder147,0,0,2,0,0,0,0,0,0,0,0,1,3,244,Score uses pre-execution metadata only.
local-desktop-new folder148-0735420b0063,unknown,New Folder148,0,0,2,0,0,0,0,0,0,0,0,1,3,245,Score uses pre-execution metadata only.
local-documents-new folder148-e454dc6ceaea,unknown,New Folder148,0,0,2,0,0,0,0,0,0,0,0,1,3,246,Score uses pre-execution metadata only.
local-desktop-new folder149-167e14e10532,unknown,New Folder149,0,0,2,0,0,0,0,0,0,0,0,1,3,247,Score uses pre-execution metadata only.
local-documents-new folder149-f0e18aeaf389,unknown,New Folder149,0,0,2,0,0,0,0,0,0,0,0,1,3,248,Score uses pre-execution metadata only.
local-desktop-new folder15-24fa0d6811e4,unknown,New Folder15,0,0,2,0,0,0,0,0,0,0,0,1,3,249,Score uses pre-execution metadata only.
local-documents-new folder15-282910f5478b,unknown,New Folder15,0,0,2,0,0,0,0,0,0,0,0,1,3,250,Score uses pre-execution metadata only.
local-desktop-new folder150-507cacc3d060,unknown,New Folder150,0,0,2,0,0,0,0,0,0,0,0,1,3,251,Score uses pre-execution metadata only.
local-documents-new folder150-7bf6a96fdb41,unknown,New Folder150,0,0,2,0,0,0,0,0,0,0,0,1,3,252,Score uses pre-execution metadata only.
local-desktop-new folder151-15a7d15137e7,unknown,New Folder151,0,0,2,0,0,0,0,0,0,0,0,1,3,253,Score uses pre-execution metadata only.
local-documents-new folder151-d7bf83bf548f,unknown,New Folder151,0,0,2,0,0,0,0,0,0,0,0,1,3,254,Score uses pre-execution metadata only.
local-desktop-new folder152-ddc5828539d8,unknown,New Folder152,0,0,2,0,0,0,0,0,0,0,0,1,3,255,Score uses pre-execution metadata only.
local-documents-new folder152-f59c56da8426,unknown,New Folder152,0,0,2,0,0,0,0,0,0,0,0,1,3,256,Score uses pre-execution metadata only.
local-desktop-new folder153-4a63349dea16,unknown,New Folder153,0,0,2,0,0,0,0,0,0,0,0,1,3,257,Score uses pre-execution metadata only.
local-documents-new folder153-b18da09471f8,unknown,New Folder153,0,0,2,0,0,0,0,0,0,0,0,1,3,258,Score uses pre-execution metadata only.
local-desktop-new folder154-38dfba5c8ea3,unknown,New Folder154,0,0,2,0,0,0,0,0,0,0,0,1,3,259,Score uses pre-execution metadata only.
